from_totally_fake_account,to_randomly_generated_account,total_amount,frequency
52571.0,17117,203.19,30
52571.0,18364,61.5,10
52571.0,19053,55.5,9
52571.0,19907,16215.0,12
52571.0,2046,180.17,32
52571.0,34753,68.0,11
52571.0,36647,79.0,12
52571.0,40321,172.5,26
52571.0,41718,213.25,44
52571.0,72221,229.3,36
52571.0,73092,218.11,31
52571.0,74550,74.9,14
52571.0,84945,231.22,31
52571.0,92506,223.95,37
52571.0,93980,98.5,14
52580.0,15633,54.5,11
52580.0,20424,172.4,28
52580.0,2364,111.5,18
52580.0,33124,50.0,1
52580.0,3795,171.0,31
52580.0,39569,71.0,11
52580.0,43734,175.7,23
52580.0,47358,92.0,16
52580.0,61549,16186.5,30
52580.0,62972,56.0,10
52580.0,70318,63.0,10
52580.0,72683,49.5,8
52580.0,78511,139.25,17
52580.0,98481,69.0,10
52587.0,14147,114.5,20
52587.0,22136,72.65,13
52587.0,23428,50.5,7
52587.0,31817,103.15,14
52587.0,32569,134.5,23
52587.0,3789,66.95,11
52587.0,42913,86.5,15
52587.0,44847,111.0,18
52587.0,50618,88.0,15
52587.0,58427,245.65,38
52587.0,6719,75.74,11
52587.0,71520,60.5,11
52587.0,79518,63.0,12
52587.0,82104,18617.95,59
52587.0,94079,78.0,11
52591.0,18993,722.8899999999999,70
52591.0,23344,76.0,13
52591.0,25304,56.0,10
52591.0,28790,67.0,9
52591.0,33629,67.0,11
52591.0,39192,56.15,11
52591.0,41761,243.0,41
52591.0,44394,51.5,9
52591.0,47838,54.5,9
52591.0,56444,114.0,21
52591.0,61558,103.7,18
52591.0,61580,129.39999999999998,22
52591.0,62371,31.5,5
52591.0,62923,445.14,57
52591.0,82427,7284.3499999999985,45
52591.0,83701,175.5,31
52591.0,98674,92.8,17
52597.0,15497,466.55,81
52597.0,21159,86.0,15
52597.0,23682,89.5,14
52597.0,46134,74.5,12
52597.0,47193,109.1,21
52597.0,56467,82.0,12
52597.0,73219,31.5,6
52597.0,77806,15.5,3
52597.0,83236,66.0,11
52597.0,86933,60.5,8
52597.0,9171,5346.6500000000015,58
52597.0,95061,74.5,12
52597.0,97468,137.41000000000003,18
52604.0,13016,1.95,1
52604.0,23296,7966.76,34
52604.0,34332,297.45,47
52604.0,43749,88.4,15
52604.0,4464,2.65,1
52604.0,72682,4.7,2
52604.0,86121,2.4,1
52604.0,95221,302.0,47
52609.0,11307,2.4,1
52609.0,13757,77.0,11
52609.0,18682,6.75,3
52609.0,19932,16.55,4
52609.0,21515,114.6,19
52609.0,29764,9.9,6
52609.0,33803,2331.0,15
52609.0,43594,20.950000000000006,5
52609.0,46112,38.95,7
52609.0,56069,94.5,16
52609.0,57536,2.2,1
52609.0,62617,7.4,3
52609.0,64455,37.5,7
52609.0,80954,94.2,16
52609.0,83765,50.0,9
52609.0,94088,81.0,14
52614.0,100144,370.9,65
52614.0,19221,327.5,51
52614.0,31151,57.5,10
52614.0,31781,228.15,37
52614.0,32231,158.35,28
52614.0,33124,50.0,1
52614.0,36399,50.5,7
52614.0,47041,62.90000000000001,12
52614.0,49951,198.4,37
52614.0,5436,118.8,20
52614.0,56158,118.05,22
52614.0,59436,94.5,15
52614.0,8331,5936.65,37
52614.0,88350,65.0,10
52617.0,11416,344.05,35
52617.0,24138,103.5,18
52617.0,49609,4592.8899999999985,46
52617.0,53639,115.0,18
52617.0,54431,95.5,17
52617.0,66401,127.5,21
52617.0,7008,396.18,47
52621.0,11096,56.0,9
52621.0,1174,128.0,23
52621.0,12555,112.15,16
52621.0,15320,126.8,21
52621.0,22148,95.0,16
52621.0,25307,28.0,4
52621.0,28510,160.25,31
52621.0,28557,95.0,15
52621.0,34573,32.5,5
52621.0,39860,10.5,2
52621.0,55112,25.5,4
52621.0,70342,9489.81,40
52621.0,83910,598.9000000000002,68
52621.0,95024,72.5,13
52621.0,98693,35.0,5
52621.0,9909,125.5,20
52625.0,11755,197.9,36
52625.0,19023,78.5,13
52625.0,21555,208.1,31
52625.0,22749,56.5,8
52625.0,35386,63.0,10
52625.0,3857,155.0,27
52625.0,42282,273.72,47
52625.0,43858,107.0,18
52625.0,56174,72.69999999999997,14
52625.0,62716,138.5,25
52625.0,75093,15.5,2
52625.0,7682,36.5,5
52625.0,87427,237.9,41
52625.0,89789,2705.0,33
52625.0,9041,114.8,14
52625.0,90684,64.0,11
52625.0,92310,15.0,3
52625.0,95299,134.5,21
52625.0,96838,26.0,5
52636.0,19668,385.5,59
52636.0,25185,102.65,15
52636.0,34018,119.65,19
52636.0,41688,373.5,60
52636.0,42065,57.5,10
52636.0,68236,215.65,37
52636.0,77493,230.5,39
52636.0,97096,111.4,22
52658.0,1697,165.5,27
52658.0,52492,89.5,15
52658.0,53534,119.5,18
52658.0,54299,109.8,21
52658.0,58844,54.0,11
52658.0,59900,72.5,12
52658.0,63909,160.55,30
52658.0,88996,101.3,19
52658.0,96430,17773.309999999998,95
52658.0,97872,72.5,12
52658.0,99949,183.73,30
52673.0,11012,3585.5,44
52673.0,16056,41.0,6
52673.0,17127,60.0,11
52673.0,17844,63.5,11
52673.0,18275,40.0,6
52673.0,33124,50.0,1
52673.0,3472,67.5,12
52673.0,36933,318.45,50
52673.0,40289,176.9,31
52673.0,52472,69.0,12
52673.0,6094,81.5,14
52673.0,69240,67.0,11
52673.0,72256,53.5,8
52673.0,74910,51.0,9
52673.0,77038,25.0,4
52673.0,8297,273.5,41
52682.0,11454,108.0,20
52682.0,12453,67.5,9
52682.0,1615,100.15,16
52682.0,17781,41.06,5
52682.0,1786,171.7,30
52682.0,30875,103.5,17
52682.0,30877,357.0,61
52682.0,3599,53.0,9
52682.0,37855,79.65,14
52682.0,3786,70.5,13
52682.0,42066,24.0,4
52682.0,60846,42.0,8
52682.0,62755,260.0,45
52682.0,63851,49.0,8
52682.0,70969,76.5,12
52682.0,74621,19140.0,12
52682.0,76654,64.05,12
52682.0,79421,121.0,19
52682.0,83985,50.5,9
52682.0,84594,123.05,21
52682.0,86153,116.5,20
52682.0,88754,54.0,10
52682.0,99051,12.0,2
52689.0,21575,83.0,12
52689.0,28813,79.0,12
52689.0,31002,45.5,7
52689.0,31243,145.64999999999995,31
52689.0,33124,50.0,1
52689.0,4463,52.0,8
52689.0,53937,208.95,25
52689.0,59810,142.5,25
52689.0,61463,138.0,23
52689.0,63165,277.5,44
52689.0,65047,54.0,10
52689.0,68069,3406.0,33
52689.0,68557,61.0,10
52689.0,71413,69.5,11
52689.0,78482,81.7,15
52689.0,84455,25.5,4
52689.0,86380,93.0,15
52689.0,90831,143.5,24
52689.0,94323,211.0,36
52704.0,1086,82.65,15
52704.0,15347,69.5,12
52704.0,17582,49.0,9
52704.0,21725,134.5,19
52704.0,21962,42.0,8
52704.0,25908,114.5,20
52704.0,54253,5.0,1
52704.0,56873,103.0,15
52704.0,58200,8708.42,121
52704.0,62917,724.27,104
52704.0,64099,40.0,7
52704.0,7752,133.8,23
52704.0,90714,263.49,28
52704.0,97460,116.46,16
52725.0,14639,89.8,16
52725.0,23234,511.54,49
52725.0,33124,50.0,1
52725.0,4044,171.00000000000003,31
52725.0,44257,79.0,13
52725.0,49855,119.5,9
52725.0,51559,90.0,16
52725.0,5224,94.5,16
52725.0,59362,6540.019999999999,82
52725.0,62384,57.5,10
52725.0,85534,60.5,9
52725.0,95405,437.66,53
52725.0,96221,127.42,17
52731.0,100805,59.5,11
52731.0,2288,271.18,36
52731.0,25217,67.0,12
52731.0,33124,50.0,1
52731.0,39688,32.5,5
52731.0,46779,85.0,13
52731.0,47140,162.85000000000005,26
52731.0,5412,52.5,10
52731.0,56692,442.68,58
52731.0,59680,4883.25,31
52731.0,66041,26.5,4
52731.0,73953,47.5,8
52731.0,78110,72.2,13
52731.0,80925,401.17,52
52731.0,9165,72.5,11
52731.0,94164,216.69,27
52735.0,24186,36.5,7
52735.0,24343,189.3,39
52735.0,26448,75.5,10
52735.0,3142,432.91000000000014,47
52735.0,33124,50.0,1
52735.0,41462,11215.92,83
52735.0,54508,75.44999999999997,15
52735.0,57413,18.5,4
52735.0,59872,172.5,26
52735.0,59914,34.0,6
52735.0,60826,70.45,14
52735.0,67196,16.5,3
52735.0,67792,49.0,8
52735.0,69361,54.49999999999999,12
52735.0,72591,223.1,37
52735.0,80598,44.0,8
52735.0,80869,15.0,3
52735.0,84430,46.4,9
52735.0,84795,129.0,21
52735.0,86916,88.35000000000002,17
52735.0,87486,85.5,15
52735.0,98061,172.4,30
52735.0,98582,51.0,9
52738.0,18488,97.0,15
52738.0,18786,110.5,15
52738.0,29270,107.5,19
52738.0,53961,201.0,34
52738.0,54952,371.65,54
52738.0,54995,182.3,30
52738.0,61552,142.70000000000005,26
52738.0,65639,58.5,10
52738.0,84388,113.5,19
52738.0,94555,93.5,15
52738.0,9600,17110.0,12
52738.0,99283,139.70000000000002,28
52742.0,17938,89.95,15
52742.0,18173,36.0,5
52742.0,25756,108.95,21
52742.0,28242,64.0,11
52742.0,37319,259.45000000000005,46
52742.0,52790,150.0,23
52742.0,55958,203.65,35
52742.0,62474,31.0,5
52742.0,69639,137.65,26
52742.0,75147,34.0,7
52742.0,75767,47.0,9
52742.0,76757,80.5,13
52742.0,80631,128.5,19
52742.0,84641,3310.9,38
52742.0,84726,52.0,7
52742.0,89341,25.5,4
52742.0,89980,179.75,30
52742.0,90907,83.0,14
52742.0,93867,43.5,6
52742.0,95001,235.5,37
52746.0,10637,26.5,5
52746.0,17622,58.5,8
52746.0,19791,44.65,7
52746.0,20971,45.0,5
52746.0,23759,84.5,14
52746.0,24698,72.0,12
52746.0,48250,36.0,5
52746.0,49242,30.0,6
52746.0,61196,36.95,8
52746.0,62998,4020.15,19
52746.0,78184,2.2,1
52746.0,83585,52.5,8
52746.0,89685,27.0,5
52746.0,90550,7.25,3
52746.0,92029,10.05,5
52746.0,95952,9.0,1
52756.0,11451,4811.240000000002,68
52756.0,13977,299.72,41
52756.0,33124,50.0,1
52756.0,34665,48.15,9
52756.0,45151,69.5,10
52756.0,61464,109.95,18
52756.0,71923,123.0,19
52756.0,74677,46.5,8
52756.0,79079,66.5,11
52756.0,85538,162.75000000000003,28
52756.0,86934,186.55,33
52756.0,97224,235.42,37
52766.0,10605,282.5,44
52766.0,11324,308.2000000000001,52
52766.0,14769,119.0,19
52766.0,15973,39.15,8
52766.0,25856,131.95,22
52766.0,38709,285.15,50
52766.0,39654,25.0,5
52766.0,43432,94.0,15
52766.0,56896,321.4,52
52766.0,6058,184.45,36
52766.0,62501,396.44999999999993,61
52766.0,62842,89.45,15
52766.0,82271,41.5,7
52766.0,85896,110.5,18
52766.0,86322,3471.0,40
52766.0,86333,43.0,8
52766.0,94542,132.5,23
52774.0,100214,126.5,20
52774.0,15922,122.0,19
52774.0,17039,60.5,11
52774.0,18607,95.0,16
52774.0,36905,50.0,9
52774.0,5306,94.95,16
52774.0,6327,87.5,12
52774.0,83623,124.5,20
52774.0,86272,9347.95,47
52790.0,17938,162.65,26
52790.0,23880,27.0,5
52790.0,25075,138.0,22
52790.0,28325,202.0,34
52790.0,33124,100.0,2
52790.0,39180,78.0,12
52790.0,44912,107.0,12
52790.0,48449,203.1,34
52790.0,52742,57.0,10
52790.0,52923,68.45,13
52790.0,65119,159.9,26
52790.0,84438,76.5,13
52790.0,86662,3842.5,28
52790.0,89980,62.99999999999999,13
52790.0,90907,100.5,19
52790.0,97923,137.2,18
52798.0,10253,63.0,11
52798.0,16614,391.50999999999993,58
52798.0,16870,19.5,3
52798.0,17231,230.6,39
52798.0,20595,220.15,37
52798.0,32870,4352.8,41
52798.0,40627,319.9600000000001,38
52798.0,48869,270.2,31
52798.0,51736,292.8,54
52798.0,56284,66.0,9
52798.0,66081,466.49,63
52798.0,68152,22.5,4
52798.0,73873,112.35,23
52798.0,82865,69.5,10
52798.0,89638,103.0,16
52800.0,1410,207.45,37
52800.0,15575,98.5,14
52800.0,15973,92.55,19
52800.0,1623,90.2,16
52800.0,17140,121.56,17
52800.0,20147,320.75,59
52800.0,28479,87.0,16
52800.0,38372,112.0,17
52800.0,38448,86.5,15
52800.0,39739,332.55,55
52800.0,46358,104.9,17
52800.0,47936,91.0,15
52800.0,55321,100.0,18
52800.0,76204,70.0,12
52800.0,78470,17415.0,12
52800.0,7964,205.6,36
52800.0,86403,113.25,19
52800.0,95924,55.5,9
52800.0,98708,92.5,16
52808.0,100546,154.3,25
52808.0,31550,75.5,14
52808.0,33124,50.0,1
52808.0,35239,58.0,9
52808.0,36194,174.8,31
52808.0,39017,17965.0,12
52808.0,40456,89.5,14
52808.0,54218,211.25,39
52808.0,5853,251.5,42
52808.0,6282,303.35,50
52808.0,84603,353.0,58
52808.0,94863,195.0,24
52815.0,12060,129.0,23
52815.0,13429,176.5,28
52815.0,21142,176.0,29
52815.0,36964,123.4,18
52815.0,42026,209.15,32
52815.0,5896,61.3,13
52815.0,92478,10244.18,77
52864.0,100214,208.45,35
52864.0,10974,86.35,15
52864.0,15998,69.65,11
52864.0,17039,405.59,65
52864.0,20669,25.5,5
52864.0,28316,92.0,17
52864.0,33124,100.0,2
52864.0,36905,232.64,30
52864.0,3993,183.94,28
52864.0,4144,59.0,10
52864.0,42102,29.0,5
52864.0,50289,3681.57,48
52864.0,55538,187.93,31
52864.0,57633,224.5,31
52864.0,58404,160.75,26
52864.0,59847,126.65,23
52864.0,70462,94.5,16
52864.0,80609,151.5,18
52864.0,96825,60.45,12
52871.0,1023,111.4,18
52871.0,10740,157.0,23
52871.0,13610,136.5,22
52871.0,17646,4402.83,60
52871.0,34962,488.4,72
52871.0,41036,106.5,16
52871.0,51737,78.5,12
52871.0,52802,47.0,8
52871.0,60959,78.5,13
52871.0,70670,108.5,16
52871.0,71750,474.35,84
52871.0,7672,85.5,13
52871.0,7809,116.0,22
52873.0,16287,44.5,9
52873.0,26511,82.0,14
52873.0,33124,50.0,1
52873.0,42551,130.4,21
52873.0,53258,35.0,6
52873.0,53781,4344.5,34
52873.0,55544,141.0,21
52873.0,61128,182.45,30
52873.0,66168,136.4,23
52873.0,74922,19.5,3
52873.0,80667,36.0,7
52873.0,88245,216.45,36
52873.0,88769,63.5,11
52881.0,33124,50.0,1
52881.0,36145,50.0,8
52881.0,41101,289.0,49
52881.0,52123,110.9,21
52881.0,6261,166.15,27
52881.0,69356,168.45,26
52881.0,74346,185.2,30
52881.0,7629,201.5,31
52881.0,80808,4776.2,37
52881.0,83980,191.0,34
52881.0,95445,336.45,56
52881.0,95970,89.35,19
52881.0,98159,163.0,25
52883.0,10078,21790.0,52
52883.0,10821,71.5,12
52883.0,13270,55.5,8
52883.0,19001,148.0,26
52883.0,32413,84.5,15
52883.0,33124,50.0,1
52883.0,37931,120.5,19
52883.0,62190,86.9,14
52883.0,80068,196.15,29
52883.0,83726,207.5,34
52883.0,8475,111.45000000000002,22
52883.0,98220,155.0,18
52883.0,98285,84.5,14
52897.0,11182,181.7,28
52897.0,1799,16735.0,12
52897.0,20017,56.0,10
52897.0,29312,221.5,37
52897.0,29936,65.5,11
52897.0,34753,78.0,14
52897.0,36270,81.5,13
52897.0,39841,135.95,23
52897.0,41117,89.5,15
52897.0,43844,267.0,39
52897.0,49985,91.95,16
52897.0,5403,257.5,42
52897.0,65133,122.95,20
52897.0,83177,154.24999999999997,28
52897.0,93980,30.0,6
52897.0,96873,74.5,11
52924.0,100175,67.5,13
52924.0,13904,63.0,11
52924.0,31299,138.11,15
52924.0,32131,169.9,31
52924.0,45668,92.3,16
52924.0,4623,92.55,18
52924.0,47897,114.6,18
52924.0,53329,1269.65,209
52924.0,63586,132.5,20
52924.0,66006,335.1,61
52924.0,71008,167.0,18
52924.0,73476,132.65,20
52924.0,76824,56.0,10
52924.0,85550,82.45,13
52924.0,86008,88.0,16
52924.0,90409,55.0,10
52924.0,96653,64.5,11
52934.0,12520,150.0,25
52934.0,32997,192.95,32
52934.0,47738,103.4,18
52934.0,49682,68.0,12
52934.0,53683,917.77,142
52934.0,88957,159.7,27
52934.0,95007,16860.0,12
52934.0,96264,240.6,42
52943.0,17291,133.25,23
52943.0,18857,150.5,25
52943.0,22296,15430.0,12
52943.0,2862,226.35,40
52943.0,30462,1143.9400000000005,130
52943.0,39953,85.5,14
52943.0,42010,254.0,40
52943.0,43021,88.0,14
52943.0,49161,647.1999999999998,62
52943.0,5299,201.1,33
52943.0,58592,50.5,7
52943.0,71006,314.05,46
52943.0,75429,651.8999999999999,108
52955.0,16902,98.5,14
52955.0,19884,140.35,26
52955.0,2126,257.5,38
52955.0,21775,58.0,9
52955.0,24095,139.65,24
52955.0,27196,162.5,29
52955.0,31966,253.1,44
52955.0,43828,211.9,38
52955.0,45219,84.0,12
52955.0,55372,3628.0,33
52955.0,61889,9.0,2
52955.0,65065,45.0,8
52955.0,65270,64.0,11
52955.0,6782,76.0,11
52955.0,7538,95.5,16
52955.0,86227,171.5,28
52964.0,14362,2.65,1
52964.0,20710,59.0,8
52964.0,24867,148.5,23
52964.0,45700,36.5,6
52964.0,49146,30.5,5
52964.0,51790,3.6,2
52964.0,57429,44.5,7
52964.0,69315,93.5,17
52964.0,75817,92.0,14
52964.0,77901,15820.0,12
52964.0,78094,1.95,1
52969.0,13326,122.75,20
52969.0,14850,5714.0,32
52969.0,22636,126.0,21
52969.0,35837,281.04999999999995,45
52969.0,40361,44.0,8
52969.0,41704,342.0499999999999,60
52969.0,60480,118.65,21
52969.0,65450,36.5,6
52969.0,66020,61.0,10
52969.0,66623,186.1,31
52969.0,74217,124.0,19
52969.0,77458,27.45,6
52969.0,94130,321.5,50
52969.0,96882,90.95,16
52977.0,100866,75.5,11
52977.0,100931,47.0,8
52977.0,12944,53.5,9
52977.0,22642,161.5,24
52977.0,25716,46.15,9
52977.0,2677,72.65,14
52977.0,28420,101.0,16
52977.0,29922,199.45,33
52977.0,35625,177.25,33
52977.0,40367,62.0,10
52977.0,40706,11.5,2
52977.0,43182,73.4,12
52977.0,44151,61.0,10
52977.0,48655,83.5,15
52977.0,48689,103.5,16
52977.0,50234,219.0,37
52977.0,61764,227.5,37
52977.0,62122,2545.5,40
52977.0,78485,56.0,9
52977.0,78893,42.0,7
52977.0,84484,37.5,7
52977.0,84708,49.1,10
52977.0,86458,30.0,5
52977.0,87079,110.8,21
52977.0,88189,264.55,51
52977.0,94959,171.0,27
53000.0,14749,13.5,2
53000.0,18114,117.0,20
53000.0,19183,61.0,10
53000.0,23197,50.0,9
53000.0,23604,45.5,8
53000.0,23718,80.0,13
53000.0,25050,106.9,17
53000.0,32074,70.0,12
53000.0,32588,144.00000000000003,29
53000.0,33611,122.15,22
53000.0,36802,171.20000000000005,33
53000.0,37783,4677.35,43
53000.0,39673,210.15,36
53000.0,4526,46.5,6
53000.0,4572,76.5,12
53000.0,48119,67.0,10
53000.0,70239,37.0,6
53000.0,72491,136.9,26
53000.0,7396,48.9,9
53000.0,78568,95.0,16
53000.0,81457,32.0,6
53000.0,83100,153.15,27
53000.0,8704,35.0,6
53000.0,94090,20.0,3
53000.0,95011,336.25,55
53016.0,100658,34.0,5
53016.0,18104,227.23,20
53016.0,23552,37.5,6
53016.0,24139,51.5,7
53016.0,24674,118.5,17
53016.0,30349,41.5,8
53016.0,33124,50.0,1
53016.0,36543,122.4,22
53016.0,6829,229.8,41
53016.0,69584,142.0,24
53016.0,74027,32.0,6
53016.0,76891,62.0,9
53016.0,77260,51.0,7
53016.0,77357,4735.46,45
53016.0,87072,187.0,29
53016.0,91374,103.0,17
53016.0,98271,200.95,19
53043.0,100931,1.8,1
53043.0,16468,118.0,17
53043.0,20998,61.0,10
53043.0,28124,84.0,14
53043.0,28603,11.0,5
53043.0,28631,102.45,12
53043.0,29922,102.5,16
53043.0,35625,15.55,7
53043.0,40367,2.2,1
53043.0,43930,40.5,7
53043.0,46356,88.65,15
53043.0,53315,2.15,1
53043.0,57372,2.45,1
53043.0,87738,6717.0,24
53054.0,33124,51.75,10
53054.0,37923,120.45,20
53054.0,40246,200.0,32
53054.0,53792,256.5,43
53054.0,54140,106.0,15
53054.0,66065,621.1800000000002,94
53054.0,69900,246.5,42
53054.0,80118,185.5,32
53054.0,94400,144.0,26
53055.0,13904,17550.0,12
53055.0,14878,40.0,6
53055.0,19810,75.5,14
53055.0,40679,58.5,10
53055.0,48330,87.39999999999998,16
53055.0,58168,35.5,6
53055.0,60373,112.0,20
53055.0,67966,71.0,11
53055.0,68198,600.8499999999998,103
53055.0,7039,73.0,11
53055.0,73683,104.0,19
53055.0,76569,69.5,10
53055.0,80494,577.0,93
53055.0,90681,63.5,11
53055.0,90952,71.7,14
53055.0,93963,21.5,3
53062.0,100687,79.5,14
53062.0,31664,142.5,24
53062.0,34659,109.5,17
53062.0,35813,60.45,11
53062.0,35972,105.65,19
53062.0,37263,200.0,36
53062.0,38651,142.4,25
53062.0,4372,53.0,10
53062.0,46642,375.77,55
53062.0,53235,177.0,32
53062.0,73027,44.0,7
53062.0,84763,548.86,86
53062.0,92892,17275.0,12
53066.0,13019,148.47000000000003,6
53066.0,15867,9.0,1
53066.0,1622,167.01999999999995,15
53066.0,24515,199.97,17
53066.0,31222,26.0,4
53066.0,3211,5660.369999999999,30
53066.0,32614,33.0,6
53066.0,41670,60.5,11
53066.0,52272,44.5,8
53066.0,5391,38.0,7
53066.0,56325,9.95,5
53066.0,67338,16.0,3
53066.0,69044,5.5,1
53066.0,69987,14.5,3
53066.0,70350,2.4,1
53066.0,83879,24.5,4
53066.0,84905,29.5,5
53066.0,85539,17.5,3
53066.0,98065,79.55,9
53066.0,99456,28.5,5
53100.0,15148,118.0,20
53100.0,15711,136.60000000000002,28
53100.0,17944,161.5,28
53100.0,24699,19.2,2
53100.0,34461,52.9,9
53100.0,41621,69.5,9
53100.0,56599,148.9,27
53100.0,57288,154.05,26
53100.0,6521,4203.65,35
53100.0,65789,177.7,29
53100.0,66597,111.9,19
53100.0,72647,10.5,2
53100.0,73971,12.0,2
53100.0,97522,59.5,11
53100.0,99814,87.0,15
53105.0,21152,107.5,18
53105.0,26856,144.5,21
53105.0,31664,115.15,22
53105.0,33018,237.0,37
53105.0,35190,67.5,11
53105.0,35972,60.0,11
53105.0,38651,71.0,10
53105.0,50289,25.74,4
53105.0,53382,111.95,16
53105.0,54592,105.5,18
53105.0,56071,52.0,9
53105.0,57942,77.0,10
53105.0,5976,44.5,8
53105.0,76468,61.0,11
53105.0,77663,79.1,13
53105.0,79963,34.0,5
53105.0,89944,458.6,73
53105.0,92892,16985.0,12
53105.0,99868,63.0,11
53125.0,17905,25.5,4
53125.0,19221,116.0,18
53125.0,20004,103.0,17
53125.0,20100,61.2,11
53125.0,21327,121.5,19
53125.0,33124,50.0,1
53125.0,45501,2566.0,27
53125.0,56158,2.4,1
53125.0,62124,1.8,1
53125.0,63087,1.45,1
53125.0,63110,23.55,10
53125.0,74804,88.34,11
53125.0,88350,136.62,22
53125.0,98951,50.0,1
53125.0,99600,4.0,2
53137.0,1210,230.65,40
53137.0,15088,138.5,24
53137.0,33124,50.0,1
53137.0,37988,194.0,29
53137.0,43683,200.0,33
53137.0,44091,390.0,63
53137.0,52581,57.5,10
53137.0,57662,145.2,25
53137.0,69670,491.15,83
53137.0,78509,135.35,26
53137.0,9171,174.5,27
53137.0,92530,15535.0,12
53137.0,96808,93.2,16
53145.0,100803,97.0,16
53145.0,16014,51.5,9
53145.0,19425,41.5,7
53145.0,36550,65.0,13
53145.0,37783,64.7,12
53145.0,46714,129.0,23
53145.0,5071,118.0,21
53145.0,53917,50.0,8
53145.0,69499,94.5,16
53145.0,69926,128.42000000000002,19
53145.0,84169,65.0,11
53145.0,87845,279.34000000000003,40
53145.0,95151,78.0,14
53145.0,96653,14065.0,12
53145.0,97139,96.5,17
53145.0,97383,51.0,9
53145.0,97979,176.0,30
53165.0,1248,39.35,9
53165.0,30462,150.0,25
53165.0,30772,147.5,25
53165.0,31469,166.3,32
53165.0,36856,120.95,19
53165.0,39078,115.05,21
53165.0,45895,4963.0,73
53165.0,58032,485.2,74
53165.0,9055,242.0,41
53166.0,16570,64.0,11
53166.0,18105,48.5,8
53166.0,21992,180.0,31
53166.0,27082,67.5,12
53166.0,3107,139.25,22
53166.0,36732,93.5,18
53166.0,39566,9929.999999999998,103
53166.0,45813,9.5,2
53166.0,48710,125.0,20
53166.0,82680,71.5,13
53166.0,84290,79.5,15
53166.0,92498,130.35,23
53166.0,9357,59.0,10
53173.0,11620,16281.85,113
53173.0,18013,105.0,19
53173.0,26160,275.9,42
53173.0,29422,194.5,28
53173.0,5225,142.0,22
53173.0,52978,169.5,26
53173.0,55810,45.0,8
53173.0,79519,235.0,40
53173.0,83092,151.5,27
53173.0,84184,194.0,32
53173.0,99127,101.65,15
53177.0,21185,88.5,13
53177.0,24013,52.5,10
53177.0,25040,138.5,23
53177.0,28234,382.0,64
53177.0,42090,80.0,14
53177.0,42603,52.15,10
53177.0,51705,21.5,4
53177.0,62295,88.5,13
53177.0,66866,285.0,48
53177.0,78244,202.5,33
53177.0,81076,171.65,33
53177.0,8268,103.0,16
53177.0,83067,79.8,14
53177.0,84286,34.3,6
53177.0,86156,262.5,40
53177.0,92000,50.5,10
53177.0,93216,4749.4000000000015,38
53177.0,93968,105.5,16
53177.0,94965,90.0,14
53177.0,98606,76.0,13
53181.0,11000,30.5,6
53181.0,1357,95.19,15
53181.0,17682,54.0,9
53181.0,29147,4622.84,36
53181.0,42759,1.8,1
53181.0,52852,310.84,28
53181.0,54041,160.41000000000003,18
53181.0,92848,429.85,44
53182.0,22783,387.5,61
53182.0,2862,69.85000000000001,16
53182.0,5299,121.45,23
53182.0,53668,16495.0,12
53182.0,54778,176.5,29
53182.0,63734,73.0,13
53182.0,78554,189.6,37
53182.0,98305,126.5,22
53207.0,13871,98.5,18
53207.0,26029,52.9,10
53207.0,33124,50.0,1
53207.0,34317,290.25,42
53207.0,43340,32.65,7
53207.0,54221,75.05,14
53207.0,54257,311.6500000000001,52
53207.0,55077,447.7,82
53207.0,56313,6051.5,35
53207.0,5679,265.9,36
53207.0,91996,118.5,20
53207.0,94789,138.5,23
53215.0,100120,64.5,12
53215.0,10442,14.0,2
53215.0,20317,127.3,22
53215.0,29999,42.0,7
53215.0,32958,34.0,6
53215.0,36280,161.87,25
53215.0,55817,146.25,26
53215.0,56377,414.9500000000001,75
53215.0,5720,96.5,16
53215.0,62412,5588.0,75
53215.0,67119,31.0,6
53215.0,70168,148.9,25
53215.0,79468,299.0,49
53215.0,82617,52.0,8
53215.0,83926,148.0,24
53215.0,89985,84.45,14
53215.0,95862,86.5,15
53215.0,98072,117.5,19
53217.0,14544,42.0,6
53217.0,25637,3753.7100000000014,44
53217.0,30214,299.41,52
53217.0,33124,50.0,1
53217.0,38841,130.0,23
53217.0,39074,485.37,58
53217.0,44379,229.0,28
53217.0,50562,47.0,8
53217.0,51379,107.15,13
53217.0,55646,37.65,8
53217.0,7552,76.5,15
53217.0,76470,70.5,12
53217.0,82475,111.45,19
53217.0,86503,78.0,13
53217.0,92721,273.51000000000005,34
53217.0,97342,337.87,44
53229.0,23849,565.55,94
53229.0,27354,97.35,18
53229.0,28035,193.0,30
53229.0,28776,111.05,22
53229.0,46400,270.5,40
53229.0,47718,137.55,23
53229.0,51186,63.5,12
53229.0,64207,512.0,88
53229.0,71007,173.24,30
53229.0,74381,54.5,9
53229.0,97649,117.5,16
53235.0,100687,73.5,12
53235.0,11926,97.0,16
53235.0,26856,126.0,19
53235.0,31664,151.55,23
53235.0,53062,108.0,18
53235.0,54166,57.15,10
53235.0,55491,98.0,15
53235.0,58191,222.5,35
53235.0,64503,141.5,25
53235.0,65012,154.5,26
53235.0,74119,180.9,30
53235.0,77699,170.95,28
53235.0,84766,86.0,14
53235.0,92892,14730.0,12
