to_randomly_generated_account,frequency,monetary,recency
51839,14,87.0,7.0
5184,23,243.84,0.0
51842,29,179.5,5.0
51850,5,27.0,1.0
51853,9,52.0,3.0
51855,34,176.95,0.0
51861,29,171.15,13.0
51872,20,107.0,2.0
51877,27,177.55,5.0
51889,37,343.36,0.0
51890,30,224.01,0.0
51893,14,101.53,0.0
51917,16,93.95,0.0
51937,21,117.7,0.0
51939,26,1260.0,2.0
5194,3,18.5,0.0
51944,11,444.5,4.0
51948,16,89.0,1.0
51950,11,67.0,3.0
51952,33,222.32,0.0
51955,27,1166.7,0.0
51968,10,62.0,9.0
51972,14,66.3,2.0
51973,13,86.0,0.0
5198,30,203.26,0.0
51982,32,206.5,0.0
51989,29,167.65,5.0
51992,27,238.19,0.0
51993,11,76.95,8.0
51995,6,33.15,0.0
51998,11,559.5,8.0
5200,22,123.75,0.0
52007,5,24.2,1.0
52009,17,1523.32,2.0
52012,36,215.5,0.0
52014,25,252.19,0.0
52015,23,127.4,0.0
52029,15,72.45,0.0
5203,23,1396.5,1.0
52040,33,2238.25,0.0
52052,29,863.24,0.0
52054,20,102.15,0.0
52056,15,86.15,4.0
52071,15,1687.5,11.0
52073,16,102.7,0.0
52075,19,119.0,1.0
52078,21,629.5,0.0
52083,17,141.41,0.0
5210,13,437.5,0.0
52108,18,99.0,4.0
52113,9,40.95,1.0
52120,19,116.0,0.0
52122,21,128.7,5.0
52123,22,124.45,2.0
52124,40,234.8,0.0
52132,21,113.35,0.0
52141,12,76.95,3.0
5215,26,147.7,0.0
52150,14,72.2,3.0
52153,14,84.0,1.0
52158,20,116.5,1.0
52175,19,660.0,0.0
52180,17,127.44,1.0
52186,31,931.45,0.0
5219,11,725.66,2.0
52198,10,57.0,0.0
52200,22,122.0,0.0
5222,20,207.06,0.0
52223,25,185.0,3.0
52235,21,2801.98,0.0
52238,10,49.0,0.0
52239,20,97.65,5.0
5224,12,82.5,0.0
52242,4,24.5,9.0
52247,32,1281.84,0.0
5225,18,108.5,1.0
52250,22,122.6,2.0
52269,18,110.0,4.0
52272,19,101.65,0.0
52287,22,822.5,0.0
52293,22,162.5,0.0
52295,20,119.0,0.0
52302,24,141.5,0.0
52306,27,2547.59,0.0
52316,27,1089.7,5.0
52317,16,82.5,0.0
52318,21,119.65,5.0
52338,23,122.5,0.0
52344,19,722.5,0.0
52347,18,113.0,0.0
52351,8,34.4,0.0
52352,22,1899.75,0.0
52354,21,120.0,0.0
52365,20,203.31,0.0
5237,17,94.5,0.0
52377,16,88.5,5.0
52383,11,83.50999999999999,3.0
52392,14,88.19,5.0
5240,8,45.5,0.0
52402,9,56.0,3.0
52403,20,102.25,7.0
5241,14,84.0,4.0
52410,16,96.58,0.0
52414,9,61.5,21.0
52415,24,151.0,5.0
52418,8,53.5,14.0
52420,7,48.0,14.0
52422,18,101.0,6.0
52425,8,42.0,0.0
52462,15,84.7,1.0
5247,8,44.0,8.0
52472,15,84.15,1.0
5248,3,15.5,14.0
52481,16,875.1,1.0
52492,23,137.5,0.0
52506,18,139.62,1.0
5251,13,87.5,12.0
52536,18,1386.7,5.0
5254,14,84.5,0.0
52541,8,38.45,0.0
52542,15,107.28,7.0
52548,33,193.95,1.0
5256,35,196.0,0.0
52561,18,97.55,0.0
52571,22,1077.45,7.0
52579,7,428.1,4.0
52580,7,42.0,14.0
52581,15,1901.0,0.0
52587,18,95.5,2.0
52589,21,125.5,3.0
52591,38,312.66,0.0
52597,20,110.0,5.0
52604,20,121.65,0.0
52609,9,72.0,0.0
5261,26,144.2,1.0
52611,8,846.0,3.0
52614,14,76.25,0.0
52617,8,39.55,6.0
52621,31,390.95,0.0
52624,33,243.6,3.0
52625,15,93.45,4.0
52630,18,113.5,7.0
52636,27,157.0,0.0
52646,17,193.16,0.0
52649,17,2008.5,2.0
52655,18,381.75,0.0
52657,16,94.0,2.0
52658,20,124.15,3.0
5266,18,589.1,0.0
52673,17,91.5,0.0
52682,23,1050.4,0.0
52689,16,94.5,0.0
52704,33,205.49,0.0
52713,6,37.5,4.0
52725,10,49.3,2.0
52731,27,201.87,0.0
52735,16,89.0,0.0
52738,12,2198.68,0.0
52742,21,115.55,3.0
52746,7,44.0,13.0
52756,18,96.45,5.0
5276,20,118.5,5.0
52766,24,133.7,2.0
5277,23,138.25,0.0
52774,11,56.9,7.0
52790,16,95.5,0.0
52792,19,527.14,5.0
52798,15,84.5,1.0
5280,29,162.5,1.0
52800,27,1300.0,5.0
52802,27,142.2,12.0
52807,26,144.5,4.0
52808,21,1501.2,3.0
52815,6,41.0,7.0
52821,12,79.3,2.0
5283,17,98.0,0.0
5285,16,917.5,0.0
52852,10,91.62,0.0
52864,24,134.3,12.0
52871,27,148.1,0.0
52873,10,59.5,14.0
52874,10,865.69,7.0
52879,16,103.0,5.0
52881,19,104.45,6.0
52883,23,120.55,4.0
5289,37,210.55,0.0
52891,23,139.3,0.0
52897,29,1911.5,0.0
5291,17,110.0,2.0
52918,23,1449.5,0.0
5292,11,65.5,3.0
52923,28,179.9,6.0
52924,47,19275.8,0.0
52930,21,1252.25,6.0
52934,13,79.5,0.0
52943,31,1897.5,0.0
52950,8,712.0,12.0
52953,13,64.9,11.0
52955,17,102.0,4.0
52964,11,60.0,0.0
52969,14,103.0,0.0
52970,17,137.9,6.0
52977,33,189.2,0.0
52978,19,110.0,6.0
5298,10,76.24,2.0
52986,20,132.62,1.0
5299,10,65.0,12.0
5300,10,61.0,4.0
53000,18,95.6,7.0
53008,16,83.95,0.0
53016,11,76.5,0.0
53017,7,47.5,0.0
5302,20,127.7,0.0
53024,25,146.5,0.0
5304,1,4.5,
53042,4,28.5,7.0
53043,7,42.5,7.0
53054,21,116.5,2.0
53055,31,2026.5,0.0
5306,11,71.63,12.0
53061,19,680.34,0.0
53062,35,1191.67,5.0
53066,13,155.37,13.0
5307,13,631.3,1.0
53094,13,594.75,5.0
53100,9,46.45,0.0
53105,20,1414.0,1.0
53112,7,48.5,3.0
53116,13,2099.58,0.0
53125,15,93.45,1.0
53136,8,65.5,0.0
53137,10,1113.16,0.0
53142,10,1007.31,4.0
53145,12,64.0,5.0
53146,16,109.5,4.0
53164,16,80.8,0.0
53165,24,145.3,0.0
53166,25,150.5,4.0
53173,17,111.5,0.0
53177,21,135.5,0.0
53181,15,92.15,6.0
53182,5,29.0,12.0
5319,8,39.5,10.0
53196,19,125.0,6.0
53197,16,99.5,12.0
53207,6,41.5,1.0
53215,27,151.9,0.0
53217,14,99.03999999999999,5.0
5322,21,125.55,5.0
53229,31,196.0,3.0
53235,44,1626.59,0.0
53258,21,135.95,1.0
53267,29,163.5,5.0
53271,19,139.66,0.0
53275,12,54.6,2.0
53280,17,101.05,4.0
53282,13,81.52,7.0
53310,7,43.5,0.0
53315,29,228.84,3.0
53317,21,153.67000000000002,0.0
53329,19,118.95,0.0
53335,12,68.0,0.0
53354,30,177.5,1.0
53366,16,633.0,0.0
53367,10,56.15,1.0
5338,9,55.5,0.0
53382,39,1518.22,3.0
53383,8,57.7,14.0
53386,29,216.62,5.0
53388,24,149.0,0.0
53399,25,153.5,0.0
53400,20,132.45,0.0
53403,13,81.5,12.0
53415,40,338.39,0.0
53425,27,1782.86,1.0
53431,20,108.8,4.0
53440,14,76.0,0.0
53441,36,263.52,0.0
53444,37,2050.38,3.0
53449,22,920.0,7.0
53453,14,80.55,4.0
53457,10,61.5,0.0
5347,21,126.5,0.0
53471,6,36.5,2.0
53472,3,27.56,0.0
53475,19,118.0,5.0
53481,22,192.65,0.0
53483,10,67.5,0.0
53485,11,61.5,4.0
5349,19,123.0,0.0
53494,17,99.5,0.0
53511,21,124.0,1.0
53512,16,178.47,3.0
53520,22,245.46,5.0
53522,17,117.24000000000001,0.0
53525,15,83.75,3.0
53526,12,75.5,1.0
53527,24,121.0,3.0
5353,19,1386.15,3.0
53532,8,105.51,3.0
53534,21,127.0,0.0
53536,32,197.35,0.0
53545,28,171.12,0.0
53548,9,44.5,0.0
53559,25,153.58,0.0
5357,24,129.4,0.0
53586,10,60.95,0.0
53592,21,1212.5100000000002,5.0
53605,16,98.6,0.0
53615,22,121.95,5.0
53618,15,102.5,2.0
53625,17,1607.5,0.0
53637,19,112.0,2.0
53639,17,143.16,0.0
53659,18,828.84,0.0
53660,23,143.15,0.0
53667,26,1203.0,5.0
53668,49,35987.2,0.0
53674,15,87.3,3.0
53677,12,77.75,3.0
53678,7,476.83,12.0
53683,62,2312.0,0.0
5369,32,164.05,0.0
53693,9,60.0,0.0
53701,13,73.25,1.0
53703,9,53.0,0.0
53708,26,1898.5,2.0
53710,11,58.0,13.0
53730,26,155.9,4.0
53734,22,141.0,1.0
53737,28,271.38,1.0
53744,9,43.9,3.0
53759,10,64.0,0.0
53764,16,94.0,0.0
5378,22,1921.5,0.0
53781,20,2871.65,0.0
53792,26,157.2,4.0
53795,31,173.5,0.0
53797,11,64.0,1.0
53800,37,3884.5199999999995,0.0
53806,24,135.0,5.0
53807,16,96.0,12.0
53813,9,53.5,0.0
53816,16,84.5,6.0
53823,19,1320.75,4.0
53826,10,61.5,0.0
53836,5,30.5,4.0
53842,8,41.8,1.0
53873,15,102.0,0.0
53876,32,261.79,0.0
53878,13,84.0,5.0
5388,31,183.6,0.0
53883,6,31.0,0.0
53885,12,2006.5,1.0
53894,16,96.5,7.0
53898,2,13.0,21.0
53899,30,2085.2,0.0
53900,33,1435.0,3.0
5391,23,160.5,0.0
53917,19,120.0,6.0
53921,22,211.82,1.0
53929,4,26.0,2.0
53930,23,132.65,0.0
53932,7,913.5,1.0
53937,8,43.9,6.0
5394,24,204.99,1.0
53940,13,76.5,0.0
53942,18,112.98,0.0
53953,16,214.52,0.0
53961,8,423.17,5.0
53965,20,107.15,2.0
53974,11,72.5,7.0
53981,15,79.26,1.0
53985,20,184.12,0.0
53988,13,83.3,0.0
53998,12,57.8,0.0
54013,25,148.65,2.0
54017,16,3100.3,6.0
54019,18,823.22,0.0
5403,18,107.0,0.0
54041,10,63.0,1.0
54057,14,100.5,0.0
54060,14,82.45,0.0
54065,11,61.5,12.0
5407,10,80.06,0.0
54075,14,98.5,0.0
54080,12,67.5,0.0
54088,31,174.5,5.0
54096,10,67.42,1.0
54102,23,273.62,0.0
54117,9,57.5,13.0
5412,16,99.0,0.0
54123,12,71.0,0.0
54126,22,125.15,2.0
54128,19,2186.5,1.0
54137,8,55.0,0.0
54140,27,156.35,5.0
54148,10,114.77,0.0
54151,28,164.0,1.0
54154,21,2067.5,5.0
54155,15,106.2,4.0
54159,16,94.0,1.0
54161,23,137.75,3.0
54166,20,123.5,0.0
54176,7,1039.5,8.0
5418,11,55.5,1.0
54196,9,53.0,1.0
54200,25,149.0,0.0
54211,55,52007.45,0.0
54217,19,103.5,5.0
54218,24,147.5,0.0
54219,33,1800.55,0.0
54221,20,116.9,0.0
54224,12,73.5,1.0
54232,40,232.75,0.0
54247,24,3059.79,0.0
54253,13,76.5,2.0
54255,11,63.65,5.0
54257,12,65.5,0.0
54260,14,76.0,5.0
54264,12,836.0,10.0
54265,12,1045.5,5.0
54273,16,126.69,1.0
54286,33,1314.6999999999998,1.0
54289,17,107.5,1.0
54294,38,969.81,1.0
54297,22,127.0,1.0
54299,28,158.81,0.0
54319,19,1576.85,4.0
54322,16,99.0,5.0
54327,15,1281.85,1.0
54329,14,106.36,0.0
54330,12,715.5300000000001,2.0
54331,20,144.0,2.0
54336,27,157.9,1.0
54340,37,237.71,5.0
54342,19,1300.75,0.0
5436,26,139.5,0.0
54369,17,98.35,3.0
5439,22,124.5,0.0
54397,14,77.65,1.0
54411,2,12.0,23.0
54417,55,58670.15,0.0
54419,15,90.0,3.0
54431,26,156.4,1.0
54433,18,3520.4,4.0
54435,24,143.5,5.0
54444,23,127.5,0.0
54445,6,42.0,7.0
54448,16,799.12,0.0
5445,27,164.0,0.0
54451,24,138.1,0.0
54452,37,1227.2,1.0
54469,25,146.0,6.0
54487,24,892.0,0.0
54488,18,112.0,1.0
54495,27,924.5,0.0
54496,22,130.5,4.0
54499,5,31.0,13.0
54508,9,51.0,14.0
54512,20,1688.35,2.0
54518,21,126.5,2.0
54520,11,66.5,6.0
54540,16,101.0,3.0
54548,2,10.0,7.0
54550,12,77.0,5.0
54559,18,95.05,0.0
54562,18,101.5,0.0
5457,8,55.0,6.0
5459,8,50.0,7.0
54592,17,1221.5,1.0
54602,36,251.26,6.0
54617,7,29.95,1.0
5462,24,138.5,5.0
54640,25,214.09,3.0
54641,21,128.62,11.0
54646,15,95.0,3.0
54663,23,145.79,2.0
54670,8,49.7,20.0
54671,36,217.4,0.0
5469,30,188.5,0.0
54692,15,127.18,0.0
54694,16,91.45,6.0
54695,11,63.5,0.0
54709,5,31.5,7.0
54713,35,1101.56,2.0
54728,13,73.5,9.0
54731,8,47.75,2.0
54733,6,29.0,0.0
54740,12,72.65,7.0
54746,18,1388.59,2.0
54748,17,91.0,0.0
54752,7,48.0,7.0
54756,16,113.65,2.0
54764,12,78.44,11.0
54768,19,120.85,3.0
54775,11,62.4,0.0
54778,14,89.7,6.0
54790,12,70.5,1.0
54791,13,78.2,1.0
54803,30,184.15,1.0
54818,16,572.5,6.0
54824,19,102.5,0.0
54826,15,79.65,0.0
54842,13,81.25,2.0
54847,31,1284.85,6.0
54859,28,213.05,0.0
5486,25,143.5,0.0
54869,15,83.5,13.0
54877,29,212.11,1.0
54886,20,3068.0,0.0
54900,17,2902.39,0.0
5491,11,3087.5,6.0
54921,13,529.65,0.0
54926,16,100.95,5.0
5494,27,166.15,3.0
54940,20,894.37,1.0
54941,14,71.55,2.0
54952,39,233.0,0.0
54960,19,112.7,5.0
54963,8,419.5,1.0
5497,12,76.0,3.0
54977,26,164.55,0.0
54978,11,537.5,0.0
54983,7,34.5,14.0
5499,16,104.4,0.0
54995,18,109.0,1.0
54998,5,29.5,14.0
5500,18,131.72,4.0
5501,13,922.0,5.0
55011,22,122.2,0.0
55024,2,12.0,20.0
5503,16,85.5,5.0
55030,3,17.5,5.0
55036,26,557.5,0.0
55042,28,175.95,0.0
55051,37,1320.41,0.0
55052,22,122.0,5.0
55055,18,88.9,3.0
55056,13,72.55,5.0
55061,21,111.65,5.0
55069,12,73.3,1.0
5507,20,117.0,0.0
55071,20,922.0,0.0
55075,22,130.55,4.0
55077,17,98.5,0.0
55099,24,120.25,5.0
5511,17,93.5,5.0
55110,32,200.0,0.0
55112,17,119.93,12.0
55115,32,187.8,5.0
55119,15,85.95,4.0
55122,14,69.95,13.0
55127,25,141.0,0.0
55134,7,37.0,2.0
5514,28,159.0,0.0
5515,12,76.5,0.0
55151,21,116.0,1.0
55153,10,729.0,0.0
55155,25,151.0,1.0
55165,14,87.5,3.0
55170,5,35.0,8.0
55179,12,66.0,0.0
55180,12,574.5,5.0
55192,25,543.7,1.0
55193,33,2254.93,0.0
55196,28,172.75,1.0
55201,23,119.15,6.0
55206,21,140.3,2.0
55218,21,137.5,5.0
5522,20,109.1,2.0
55225,23,854.02,5.0
55231,28,275.87,0.0
55236,36,231.69,0.0
55238,11,698.17,8.0
5525,17,162.66,5.0
55251,34,3923.05,1.0
55254,16,89.1,0.0
5527,4,23.0,14.0
55270,30,2364.5,0.0
55274,8,44.5,6.0
55281,22,113.65,4.0
55286,5,22.15,0.0
55290,17,98.0,5.0
55294,27,833.55,0.0
55295,9,63.5,4.0
55298,23,154.0,4.0
55302,27,776.33,5.0
55303,16,107.5,0.0
55306,9,50.5,1.0
55314,12,65.45,3.0
55315,14,92.5,7.0
55321,7,42.5,0.0
55326,11,59.45,5.0
55328,12,77.5,7.0
55334,39,250.02,0.0
55352,7,58.4,20.0
55366,26,138.0,0.0
5537,23,156.85,2.0
55372,23,1280.0,0.0
55374,13,77.5,0.0
55375,13,63.25,1.0
5538,32,191.35,0.0
55380,20,450.3,0.0
55393,25,1427.24,1.0
55404,24,195.85,0.0
55408,17,90.5,0.0
55410,12,67.15,6.0
55416,24,883.0,6.0
55419,18,112.5,0.0
55424,20,112.95,0.0
55431,25,139.95,4.0
55446,23,2075.0,0.0
55449,14,948.0,0.0
55457,7,40.5,10.0
55467,21,115.8,0.0
55472,10,56.55,12.0
55474,20,121.5,1.0
55475,24,134.2,0.0
55481,25,237.47,0.0
55482,38,304.02,5.0
55485,15,82.5,5.0
55489,13,80.0,0.0
55491,12,70.5,0.0
55492,19,122.9,5.0
55504,19,122.5,6.0
55517,5,531.8299999999999,13.0
55531,14,81.0,0.0
55532,12,84.5,5.0
55538,5,30.5,0.0
55540,21,134.0,3.0
55544,16,107.0,3.0
55547,9,53.65,7.0
55548,25,1260.76,0.0
55551,27,205.4,0.0
55556,24,188.94,0.0
5556,7,50.0,8.0
55561,18,368.65000000000003,1.0
55563,15,97.04,1.0
55565,32,204.97,0.0
55567,18,96.5,0.0
55569,32,1463.84,2.0
5558,26,163.0,0.0
55586,28,163.5,1.0
55587,27,169.15,1.0
55588,13,1613.1,2.0
55589,6,30.45,9.0
55608,16,98.56,1.0
55618,17,103.0,0.0
55621,22,152.5,3.0
55626,13,73.0,1.0
55634,18,107.5,3.0
55641,26,931.06,6.0
55646,13,75.0,6.0
55651,15,95.2,0.0
55655,13,75.15,12.0
55657,27,174.0,5.0
55658,6,45.5,0.0
55664,14,65.35,4.0
55666,4,23.0,1.0
55674,3,14.75,15.0
55677,16,95.0,0.0
55681,23,134.4,0.0
55682,33,190.05,0.0
55684,21,105.2,1.0
55685,15,86.5,7.0
5569,14,1852.8500000000001,0.0
55699,17,97.6,2.0
55705,9,59.5,0.0
55706,9,61.5,0.0
55709,15,459.25,8.0
55712,22,115.0,3.0
55728,13,86.5,5.0
55732,36,1953.65,0.0
55733,19,154.16,1.0
55738,20,122.85,0.0
55739,15,1034.8400000000001,0.0
55743,45,340.6,2.0
55744,11,65.5,0.0
55748,7,49.0,0.0
55753,17,107.0,0.0
55759,14,77.5,0.0
55760,18,1569.75,0.0
55772,16,87.94,5.0
55775,36,246.49,2.0
55787,19,200.05,1.0
55793,10,55.0,10.0
5580,31,913.88,0.0
55810,15,83.0,1.0
55812,20,171.47,0.0
55815,12,59.0,5.0
55817,20,109.65,0.0
55827,18,117.95,6.0
55850,20,127.0,1.0
55856,9,57.0,13.0
55862,13,967.5,7.0
55868,17,147.09,0.0
55873,9,75.18,9.0
55874,21,146.0,0.0
55877,23,125.0,0.0
5589,6,39.0,1.0
55890,18,98.35,6.0
55897,21,165.78,5.0
55901,29,274.59000000000003,4.0
55904,18,93.45,0.0
55931,17,119.5,2.0
55936,21,118.9,1.0
55937,10,59.5,2.0
55944,25,1059.8500000000001,0.0
55952,16,104.5,0.0
55953,12,563.5,5.0
55958,13,76.0,0.0
55964,1,6.5,
55975,17,1729.4,0.0
55976,24,131.7,1.0
55978,19,117.5,5.0
55986,18,131.5,0.0
55989,11,55.9,4.0
55991,23,209.86,0.0
56002,16,91.5,1.0
56009,21,132.5,0.0
56012,28,148.55,1.0
56024,28,156.78,0.0
56044,42,3749.18,2.0
56045,11,59.3,0.0
56051,36,331.18,1.0
56064,30,155.35,0.0
56067,13,84.0,5.0
56069,14,68.25,2.0
56071,18,1308.0,0.0
56074,15,76.9,0.0
56077,10,64.5,19.0
56083,28,169.0,0.0
56087,26,1466.96,0.0
56088,17,1864.5,0.0
56089,17,101.5,0.0
56098,24,153.0,0.0
56099,20,127.0,5.0
56105,5,28.15,0.0
56124,14,91.5,6.0
56132,16,89.0,5.0
56140,2,9.5,7.0
56147,9,50.0,14.0
5615,20,132.0,1.0
56158,17,97.8,5.0
56174,43,241.95,1.0
5620,17,649.89,9.0
56205,16,89.15,0.0
56211,12,65.95,2.0
56213,14,92.5,9.0
56214,12,72.0,0.0
56218,25,1933.0,0.0
56233,14,78.0,0.0
56235,19,116.8,0.0
56239,19,839.84,6.0
56254,21,2630.18,0.0
56260,18,132.0,9.0
56265,13,70.0,3.0
56284,19,125.0,5.0
56293,6,30.0,3.0
56303,20,127.5,3.0
56306,39,1741.3,0.0
56313,23,1592.95,0.0
56325,12,122.81,1.0
56327,20,125.45,0.0
56337,34,1618.1899999999998,0.0
56342,24,108.9,2.0
56352,19,2347.0,0.0
56362,37,285.82,0.0
56367,14,125.36,0.0
56377,16,97.0,0.0
56383,27,148.05,0.0
56384,26,144.15,3.0
56385,17,137.25,5.0
56402,2,12.0,0.0
56404,20,124.0,0.0
56405,26,141.35,3.0
56412,17,112.64,0.0
56415,36,217.0,0.0
56434,30,173.5,0.0
56442,27,150.55,2.0
56444,23,129.5,7.0
56454,24,136.9,0.0
56458,18,176.92000000000002,0.0
56461,21,117.85,3.0
56467,4,21.5,3.0
56482,3,18.5,13.0
56485,19,516.5,4.0
5650,8,51.0,7.0
56527,17,983.51,2.0
5653,24,926.4,0.0
56533,15,87.4,0.0
56542,8,45.0,0.0
56543,26,989.6,10.0
56551,18,96.0,0.0
56554,19,133.23,0.0
56576,19,138.01,5.0
56592,27,155.5,0.0
56596,15,101.0,6.0
56597,23,129.5,0.0
56599,7,47.5,0.0
56610,25,185.9,7.0
5663,14,82.0,0.0
56636,10,60.0,11.0
56637,26,158.5,5.0
56646,16,92.0,5.0
56650,14,78.95,2.0
56656,14,145.67000000000002,0.0
56673,20,129.5,2.0
56674,10,68.5,0.0
56678,8,46.5,0.0
56683,15,95.0,0.0
56688,24,117.0,5.0
56692,39,251.88,2.0
56693,15,1094.0,5.0
56704,28,162.95,0.0
56707,14,67.95,1.0
56709,14,82.5,0.0
5671,22,137.5,0.0
56715,15,99.0,1.0
56725,24,135.5,1.0
56726,26,177.5,0.0
56727,32,183.2,5.0
56730,29,2039.5,3.0
56733,13,107.73,0.0
56737,14,89.5,7.0
56741,20,114.0,0.0
56743,22,140.95,0.0
56747,18,99.4,2.0
56748,20,182.08,0.0
56770,44,258.25,1.0
56786,7,36.5,7.0
5679,6,32.75,5.0
56800,16,144.04,0.0
56805,18,110.9,0.0
56814,16,89.0,0.0
56819,14,94.56,1.0
56826,9,48.5,3.0
56828,22,127.15,6.0
56843,17,1602.0,0.0
56849,27,517.7,0.0
5685,34,1000.0,0.0
56851,20,116.45,3.0
56862,6,36.0,14.0
56873,19,116.5,0.0
56882,31,1534.49,0.0
56896,23,130.0,4.0
56907,28,1288.0,0.0
56920,9,53.5,2.0
56932,13,71.0,3.0
56961,18,106.9,5.0
56963,11,65.2,0.0
56966,18,107.0,0.0
56976,20,162.82,0.0
56977,21,129.65,0.0
56979,24,129.82,0.0
56983,8,846.6,11.0
56990,25,171.0,2.0
57006,21,160.56,0.0
57007,25,2069.0,3.0
57008,26,173.0,1.0
5701,12,71.5,6.0
57015,14,94.9,0.0
57027,8,50.5,6.0
57033,4,364.44,4.0
57038,15,167.5,1.0
57045,15,91.5,2.0
57047,28,199.56,5.0
57048,18,98.0,0.0
57049,8,46.0,5.0
57059,14,196.5,0.0
5706,13,103.5,3.0
57064,19,140.11,0.0
57069,31,2373.5,0.0
57070,2,12.0,14.0
57078,15,105.06,0.0
57079,23,144.3,0.0
57080,9,48.0,14.0
57088,15,113.65,0.0
57095,16,93.5,0.0
57098,23,1117.65,0.0
57103,21,142.14,3.0
57137,9,55.15,3.0
57144,23,126.5,8.0
57161,32,231.66,5.0
57170,6,540.1700000000001,0.0
57171,14,67.35,4.0
57194,25,160.0,1.0
57199,22,151.0,2.0
5720,10,66.07,1.0
57204,23,138.5,0.0
5721,25,161.2,0.0
57213,13,62.25,4.0
57215,14,705.88,0.0
57219,10,65.0,0.0
57225,10,60.5,7.0
57229,19,111.5,6.0
57235,12,81.5,8.0
57237,17,108.0,5.0
57254,13,77.0,0.0
57276,12,72.5,1.0
57277,22,124.0,2.0
57278,11,958.0,0.0
5728,18,101.9,0.0
57286,9,1948.0,0.0
57287,17,107.0,0.0
57288,16,96.45,0.0
57304,36,1104.85,0.0
57313,34,1063.69,0.0
57317,13,72.0,6.0
5733,22,140.0,0.0
57345,8,42.65,5.0
5736,30,178.0,0.0
57365,18,1539.0,5.0
57372,16,86.15,2.0
57379,30,996.5,5.0
57381,14,793.0,0.0
57389,3,15.0,7.0
57395,16,92.5,0.0
5740,36,4113.52,2.0
57400,3,16.5,31.0
57404,12,66.5,6.0
57408,18,131.72,5.0
57413,13,80.5,1.0
57414,6,46.0,14.0
57419,16,94.25,1.0
57425,32,2386.12,0.0
57429,7,652.16,13.0
57433,22,146.5,0.0
57436,17,866.95,0.0
57445,24,153.5,0.0
57447,16,89.15,4.0
57450,31,166.15,2.0
57460,14,78.15,1.0
57466,7,40.0,0.0
57468,19,112.75,2.0
57473,18,2466.5,0.0
57509,27,1798.8,2.0
57536,3,15.0,0.0
57538,21,149.75,0.0
57542,11,65.0,6.0
57549,10,55.0,1.0
5755,41,783.84,0.0
57562,21,129.15,0.0
57564,7,44.71,6.0
57565,13,132.29,0.0
57569,21,133.5,2.0
57582,45,2731.17,0.0
57584,15,88.6,7.0
57594,22,1119.0,5.0
57599,31,2706.5,0.0
57609,18,140.84,5.0
57616,13,82.5,6.0
57622,23,144.0,4.0
57624,18,103.5,3.0
57631,14,88.5,18.0
57633,8,55.0,6.0
57639,21,127.5,0.0
57645,20,107.0,5.0
57652,29,174.5,6.0
57655,19,120.5,0.0
57657,16,90.75,0.0
57662,20,1004.25,2.0
57668,33,194.75,0.0
57672,19,109.65,2.0
57673,25,165.93,5.0
5768,22,149.67,0.0
57690,31,221.24,0.0
57717,23,1285.41,2.0
57720,8,45.0,6.0
57726,20,105.55,0.0
57731,12,79.5,0.0
57736,18,540.51,5.0
57740,15,105.0,5.0
57745,30,211.04,3.0
5776,34,2958.65,0.0
57764,8,49.39,4.0
57766,16,91.0,0.0
57778,20,124.96000000000001,2.0
57781,31,225.25,1.0
57796,24,131.7,0.0
57799,16,86.0,5.0
5782,12,79.0,3.0
57828,21,115.5,0.0
57839,14,110.74,3.0
5784,3,951.0,0.0
57850,14,71.45,3.0
57854,7,35.5,9.0
57867,8,37.6,2.0
57872,25,1217.0,6.0
57878,23,136.15,0.0
57879,16,96.5,0.0
57888,18,99.9,0.0
57893,18,104.5,1.0
57904,11,63.75,19.0
57919,20,127.5,5.0
57936,20,109.5,0.0
57942,17,628.9200000000001,0.0
57943,18,106.5,5.0
57949,28,174.5,0.0
57950,11,60.2,6.0
5796,7,51.0,0.0
57964,16,108.83,0.0
5797,25,937.0,0.0
57980,22,123.15,5.0
57987,14,86.0,0.0
57990,11,58.5,2.0
57993,32,195.45,0.0
57995,5,23.7,2.0
58008,5,32.0,0.0
58022,22,126.9,0.0
5803,14,95.0,0.0
58032,27,164.5,5.0
5805,25,133.4,0.0
58055,5,33.91,4.0
58056,31,628.05,0.0
58074,17,92.95,7.0
58075,16,81.15,4.0
58076,7,41.5,7.0
58078,36,1749.9,5.0
58079,19,123.0,0.0
58086,8,44.5,2.0
5809,12,83.0,5.0
58104,27,766.05,2.0
58105,12,72.5,1.0
58106,14,73.0,12.0
58108,10,62.0,7.0
58115,8,50.5,12.0
58122,8,45.5,0.0
58140,21,120.0,1.0
58141,34,207.1,3.0
58144,15,78.9,12.0
58145,16,100.0,4.0
58147,14,82.0,5.0
58150,14,78.5,3.0
58153,12,66.0,5.0
58160,26,1744.5,0.0
58168,23,137.0,5.0
58170,12,71.7,6.0
58171,3,24.0,20.0
58174,18,105.65,5.0
58176,17,101.5,1.0
58178,20,125.5,0.0
5819,18,139.24,0.0
58190,14,67.5,1.0
58191,18,737.5,0.0
58199,22,110.85,0.0
58200,44,2266.5299999999997,0.0
58221,7,35.5,14.0
58223,25,143.4,0.0
5823,11,74.0,7.0
58237,9,47.0,5.0
58247,22,131.5,5.0
58255,5,27.0,7.0
58269,16,96.5,0.0
5828,24,141.65,1.0
58282,16,88.15,0.0
58292,36,204.45,0.0
5831,20,110.45,0.0
