from_totally_fake_account,monetary,frequency,recency,R_score,F_score,M_score,R Compare,F Compare,M Compare,Category
50561.0,20303.9,1414,0,5,4,3,high,high,low,General value customers
50562.0,21253.13,1802,0,5,5,3,high,high,low,General value customers
50563.0,36379.52,1024,0,5,2,5,high,low,high,Important development customers
50582.0,18151.89,1104,0,5,3,2,high,low,low,General development users
50584.0,16369.31,1668,0,5,5,1,high,high,low,General value customers
50618.0,19923.56,1311,0,5,4,3,high,high,low,General value customers
50628.0,16636.9,1272,0,5,4,1,high,high,low,General value customers
50630.0,23190.23,1008,0,5,2,4,high,low,high,Important development customers
50635.0,15647.65,1078,0,5,2,1,high,low,low,General development users
50648.0,18787.78,990,2,3,2,2,low,low,low,General recall of customers
50706.0,28275.85,1567,0,5,4,4,high,high,high,important value customers
50709.0,15313.45,1001,0,5,2,1,high,low,low,General development users
50725.0,17298.32,930,0,5,1,2,high,low,low,General development users
50726.0,35111.64,1178,0,5,3,5,high,low,high,Important development customers
50740.0,11938.14,1003,0,5,2,1,high,low,low,General development users
50741.0,26411.85,1507,0,5,4,4,high,high,high,important value customers
50742.0,20018.1,1093,0,5,3,3,high,low,low,General development users
50744.0,31762.94,840,0,5,1,5,high,low,high,Important development customers
50781.0,19998.57,1682,0,5,5,3,high,high,low,General value customers
50783.0,39828.52,1366,0,5,4,5,high,high,high,important value customers
50784.0,24018.32,1480,0,5,4,4,high,high,high,important value customers
50817.0,15974.93,1710,0,5,5,1,high,high,low,General value customers
50854.0,29437.73,1921,0,5,5,4,high,high,high,important value customers
50867.0,22430.25,1200,0,5,3,3,high,low,low,General development users
50873.0,24332.579999999998,950,0,5,1,4,high,low,high,Important development customers
50874.0,35858.67,1269,0,5,4,5,high,high,high,important value customers
50881.0,14920.69,1481,0,5,4,1,high,high,low,General value customers
50899.0,13944.42,905,0,5,1,1,high,low,low,General development users
50919.0,21143.6,1258,0,5,4,3,high,high,low,General value customers
50921.0,14832.07,678,0,5,1,1,high,low,low,General development users
50927.0,18048.44,1100,1,4,3,2,low,low,low,General recall of customers
50933.0,21903.06,2144,0,5,5,3,high,high,low,General value customers
50952.0,18719.62,1746,0,5,5,2,high,high,low,General value customers
50953.0,31850.01,1672,0,5,5,5,high,high,high,important value customers
50955.0,16246.03,953,1,4,1,1,low,low,low,General recall of customers
50990.0,32574.06,1262,0,5,4,5,high,high,high,important value customers
50993.0,18422.27,1209,0,5,3,2,high,low,low,General development users
51023.0,14354.73,950,0,5,1,1,high,low,low,General development users
51027.0,27092.3,1304,0,5,4,4,high,high,high,important value customers
51059.0,15017.63,1027,0,5,2,1,high,low,low,General development users
51066.0,18882.89,1582,0,5,4,2,high,high,low,General value customers
51068.0,14824.12,637,1,4,1,1,low,low,low,General recall of customers
51087.0,17307.65,1264,0,5,4,2,high,high,low,General value customers
51091.0,23692.77,1140,0,5,3,4,high,low,high,Important development customers
51094.0,14992.45,1083,1,4,2,1,low,low,low,General recall of customers
51108.0,26847.97,1369,0,5,4,4,high,high,high,important value customers
51111.0,34305.77,1322,0,5,4,5,high,high,high,important value customers
51132.0,15083.15,1098,0,5,3,1,high,low,low,General development users
51156.0,31430.34,1243,0,5,3,5,high,low,high,Important development customers
51162.0,18885.27,929,0,5,1,2,high,low,low,General development users
51185.0,20240.15,1781,0,5,5,3,high,high,low,General value customers
51186.0,18459.66,1182,0,5,3,2,high,low,low,General development users
51221.0,22291.18,1380,0,5,4,3,high,high,low,General value customers
51233.0,26039.95,1458,0,5,4,4,high,high,high,important value customers
51288.0,31032.75,1215,0,5,3,5,high,low,high,Important development customers
51289.0,30873.56,1107,0,5,3,5,high,low,high,Important development customers
51291.0,17847.47,1219,2,3,3,2,low,low,low,General recall of customers
51292.0,22242.08,1628,0,5,5,3,high,high,low,General value customers
51294.0,18056.11,1238,0,5,3,2,high,low,low,General development users
51295.0,32022.02,1790,0,5,5,5,high,high,high,important value customers
51306.0,30520.32,1310,0,5,4,5,high,high,high,important value customers
51310.0,19846.43,1189,0,5,3,3,high,low,low,General development users
51335.0,16575.329999999998,1624,0,5,5,1,high,high,low,General value customers
51353.0,34981.56,1529,0,5,4,5,high,high,high,important value customers
51359.0,28566.25,641,0,5,1,4,high,low,high,Important development customers
51387.0,28315.17,1095,0,5,3,4,high,low,high,Important development customers
51408.0,18418.5,1107,0,5,3,2,high,low,low,General development users
51439.0,30885.68,1567,0,5,4,5,high,high,high,important value customers
51465.0,19888.24,931,0,5,1,3,high,low,low,General development users
51472.0,20260.15,1109,0,5,3,3,high,low,low,General development users
51509.0,19730.54,1079,0,5,2,3,high,low,low,General development users
51514.0,16923.23,986,0,5,2,1,high,low,low,General development users
51517.0,14444.15,1664,0,5,5,1,high,high,low,General value customers
51520.0,22949.21,1310,0,5,4,3,high,high,high,important value customers
51542.0,19197.73,867,1,4,1,2,low,low,low,General recall of customers
51544.0,15977.48,1091,0,5,3,1,high,low,low,General development users
51546.0,33251.659999999996,989,0,5,2,5,high,low,high,Important development customers
51547.0,16086.93,1019,0,5,2,1,high,low,low,General development users
51565.0,31401.43,1804,0,5,5,5,high,high,high,important value customers
51576.0,31745.64,849,0,5,1,5,high,low,high,Important development customers
51590.0,20543.66,2032,0,5,5,3,high,high,low,General value customers
51627.0,18906.2,988,0,5,2,2,high,low,low,General development users
51653.0,16548.68,848,2,3,1,1,low,low,low,General recall of customers
51654.0,14826.31,996,0,5,2,1,high,low,low,General development users
51671.0,16919.7,1219,0,5,3,1,high,low,low,General development users
51674.0,15282.09,942,0,5,1,1,high,low,low,General development users
51680.0,29101.8,1427,0,5,4,4,high,high,high,important value customers
51681.0,23111.08,1715,0,5,5,4,high,high,high,important value customers
51695.0,15859.66,1125,2,3,3,1,low,low,low,General recall of customers
51697.0,30952.13,1002,0,5,2,5,high,low,high,Important development customers
51698.0,15588.3,1085,0,5,2,1,high,low,low,General development users
51703.0,29628.07,1075,0,5,2,4,high,low,high,Important development customers
51705.0,13253.91,1247,0,5,4,1,high,high,low,General value customers
51732.0,18768.93,1143,0,5,3,2,high,low,low,General development users
51736.0,20414.15,1754,0,5,5,3,high,high,low,General value customers
51737.0,19054.52,1073,0,5,2,2,high,low,low,General development users
51751.0,22982.79,1847,0,5,5,3,high,high,high,important value customers
51752.0,20091.9,1221,0,5,3,3,high,low,low,General development users
51766.0,17837.53,1499,0,5,4,2,high,high,low,General value customers
51787.0,27293.28,1093,0,5,3,4,high,low,high,Important development customers
51790.0,34931.64,1859,0,5,5,5,high,high,high,important value customers
51798.0,19770.96,899,0,5,1,3,high,low,low,General development users
51810.0,20077.59,1019,1,4,2,3,low,low,low,General recall of customers
51811.0,22277.28,1031,1,4,2,3,low,low,low,General recall of customers
51837.0,15399.51,1229,0,5,3,1,high,low,low,General development users
51861.0,22844.2,1301,0,5,4,3,high,high,low,General value customers
51872.0,16312.19,1529,0,5,4,1,high,high,low,General value customers
51889.0,24788.14,1814,0,5,5,4,high,high,high,important value customers
51893.0,18358.52,1100,0,5,3,2,high,low,low,General development users
51937.0,17970.23,1356,1,4,4,2,low,high,low,Generally keep customers
51950.0,31658.96,1012,0,5,2,5,high,low,high,Important development customers
51972.0,20575.91,1584,0,5,4,3,high,high,low,General value customers
51973.0,33674.37,826,1,4,1,5,low,low,high,Important customer recall
51982.0,21109.96,1263,0,5,4,3,high,high,low,General value customers
51989.0,17136.88,1482,0,5,4,2,high,high,low,General value customers
52007.0,18050.43,863,0,5,1,2,high,low,low,General development users
52009.0,29882.93,940,1,4,1,4,low,low,high,Important customer recall
52012.0,23076.24,940,3,2,1,4,low,low,high,Important customer recall
52073.0,14351.52,1643,0,5,5,1,high,high,low,General value customers
52075.0,15229.6,1062,2,3,2,1,low,low,low,General recall of customers
52078.0,28067.36,1080,0,5,2,4,high,low,high,Important development customers
52083.0,20530.84,1264,0,5,4,3,high,high,low,General value customers
52122.0,18856.16,1840,0,5,5,2,high,high,low,General value customers
52141.0,30992.12,1124,0,5,3,5,high,low,high,Important development customers
52150.0,23732.89,1583,0,5,4,4,high,high,high,important value customers
52153.0,12765.27,1132,0,5,3,1,high,low,low,General development users
52158.0,19558.15,1459,0,5,4,3,high,high,low,General value customers
52200.0,29805.34,1122,1,4,3,4,low,low,high,Important customer recall
52235.0,30992.09,1216,0,5,3,5,high,low,high,Important development customers
52239.0,19064.91,2191,0,5,5,2,high,high,low,General value customers
52242.0,31592.59,847,3,2,1,5,low,low,high,Important customer recall
52247.0,35234.25,1603,0,5,5,5,high,high,high,important value customers
52269.0,34117.44,1351,0,5,4,5,high,high,high,important value customers
52272.0,15837.05,1446,0,5,4,1,high,high,low,General value customers
52287.0,31597.09,1060,0,5,2,5,high,low,high,Important development customers
52295.0,33245.83,1085,0,5,2,5,high,low,high,Important development customers
52302.0,19707.77,1172,1,4,3,3,low,low,low,General recall of customers
52316.0,32319.79,1193,0,5,3,5,high,low,high,Important development customers
52317.0,30535.64,804,0,5,1,5,high,low,high,Important development customers
52318.0,27311.22,1344,1,4,4,4,low,high,high,Important to keep customers
52338.0,20034.2,1091,1,4,3,3,low,low,low,General recall of customers
52347.0,19710.22,992,1,4,2,3,low,low,low,General recall of customers
52365.0,21945.43,1177,0,5,3,3,high,low,low,General development users
52377.0,19531.41,1055,0,5,2,2,high,low,low,General development users
52410.0,16189.87,1450,0,5,4,1,high,high,low,General value customers
52415.0,17026.94,1276,0,5,4,2,high,high,low,General value customers
52422.0,31027.92,879,0,5,1,5,high,low,high,Important development customers
52481.0,38454.93,1654,0,5,5,5,high,high,high,important value customers
52536.0,34266.02,1691,0,5,5,5,high,high,high,important value customers
52561.0,22880.63,2281,0,5,5,3,high,high,low,General value customers
52571.0,29911.74,1096,0,5,3,4,high,low,high,Important development customers
52580.0,27088.260000000002,887,0,5,1,4,high,low,high,Important development customers
52587.0,35195.6,1277,0,5,4,5,high,high,high,important value customers
52591.0,19313.17,1085,0,5,2,2,high,low,low,General development users
52597.0,21959.62,746,2,3,1,3,low,low,low,General recall of customers
52604.0,19134.47,1844,0,5,5,2,high,high,low,General value customers
52609.0,20528.0,1203,2,3,3,3,low,low,low,General recall of customers
52614.0,20259.92,1774,0,5,5,3,high,high,low,General value customers
52617.0,19846.99,1483,0,5,4,3,high,high,low,General value customers
52621.0,20749.86,1012,0,5,2,3,high,low,low,General development users
52625.0,20407.66,1126,1,4,3,3,low,low,low,General recall of customers
52636.0,14326.47,733,3,2,1,1,low,low,low,General recall of customers
52658.0,32312.11,1108,0,5,3,5,high,low,high,Important development customers
52673.0,16827.39,1347,0,5,4,1,high,high,low,General value customers
52682.0,39028.22,2119,0,5,5,5,high,high,high,important value customers
52689.0,19298.3,1331,0,5,4,2,high,high,low,General value customers
52704.0,21424.399999999998,1772,0,5,5,3,high,high,low,General value customers
52725.0,18200.72,1597,0,5,5,2,high,high,low,General value customers
52731.0,15869.12,1221,0,5,3,1,high,low,low,General development users
52735.0,24316.92,1266,1,4,4,4,low,high,high,Important to keep customers
52738.0,31768.3,1442,1,4,4,5,low,high,high,Important to keep customers
52742.0,19476.829999999998,1973,0,5,5,2,high,high,low,General value customers
52746.0,15716.26,866,0,5,1,1,high,low,low,General development users
52756.0,18077.15,1063,1,4,2,2,low,low,low,General recall of customers
52766.0,21542.72,1485,0,5,4,3,high,high,low,General value customers
52774.0,27868.32,1404,0,5,4,4,high,high,high,important value customers
52790.0,20556.94,884,1,4,1,3,low,low,low,General recall of customers
52798.0,16450.35,956,1,4,1,1,low,low,low,General recall of customers
52800.0,30053.53,1185,0,5,3,4,high,low,high,Important development customers
52808.0,30474.97,1309,0,5,4,5,high,high,high,important value customers
52815.0,23844.23,1376,0,5,4,4,high,high,high,important value customers
52864.0,26024.79,2196,0,5,5,4,high,high,high,important value customers
52871.0,22934.35,1987,0,5,5,3,high,high,high,important value customers
52873.0,12346.89,786,0,5,1,1,high,low,low,General development users
52881.0,25122.86,1639,0,5,5,4,high,high,high,important value customers
52883.0,34350.42,947,1,4,1,5,low,low,high,Important customer recall
52897.0,33998.71,1178,0,5,3,5,high,low,high,Important development customers
52924.0,16537.17,1905,0,5,5,1,high,high,low,General value customers
52934.0,29475.16,1074,0,5,2,4,high,low,high,Important development customers
52943.0,31393.48,1229,0,5,3,5,high,low,high,Important development customers
52955.0,17969.94,1173,0,5,3,2,high,low,low,General development users
52964.0,31658.38,1028,0,5,2,5,high,low,high,Important development customers
52969.0,19361.5,1032,1,4,2,2,low,low,low,General recall of customers
52977.0,19673.12,1292,0,5,4,3,high,high,low,General value customers
53000.0,22548.63,1589,0,5,4,3,high,high,low,General value customers
53016.0,21137.64,837,0,5,1,3,high,low,low,General development users
53043.0,18473.27,1167,0,5,3,2,high,low,low,General development users
53054.0,16372.8,1099,0,5,3,1,high,low,low,General development users
53055.0,35379.03,961,3,2,2,5,low,low,high,Important customer recall
53062.0,33402.2,929,1,4,1,5,low,low,high,Important customer recall
53066.0,17546.87,1579,0,5,4,2,high,high,low,General value customers
53100.0,16554.47,1028,0,5,2,1,high,low,low,General development users
53105.0,30212.31,1081,0,5,2,4,high,low,high,Important development customers
53125.0,16322.91,1035,0,5,2,1,high,low,low,General development users
53137.0,29190.63,1450,0,5,4,4,high,high,high,important value customers
53145.0,32266.35,1132,0,5,3,5,high,low,high,Important development customers
53165.0,22963.98,1857,0,5,5,3,high,high,high,important value customers
53166.0,25508.47,1137,0,5,3,4,high,low,high,Important development customers
53173.0,28948.25,1130,0,5,3,4,high,low,high,Important development customers
53177.0,22201.06,1252,0,5,4,3,high,high,low,General value customers
53181.0,12934.7,913,0,5,1,1,high,low,low,General development users
53182.0,31751.39,927,0,5,1,5,high,low,high,Important development customers
53207.0,21105.84,1090,1,4,3,3,low,low,low,General recall of customers
53215.0,21567.0,1405,0,5,4,3,high,high,low,General value customers
53217.0,17349.03,1081,0,5,2,2,high,low,low,General development users
53229.0,13039.61,945,0,5,1,1,high,low,low,General development users
53235.0,32600.25,1756,0,5,5,5,high,high,high,important value customers
53258.0,19500.98,1726,0,5,5,2,high,high,low,General value customers
53271.0,12610.84,868,1,4,1,1,low,low,low,General recall of customers
53275.0,25034.77,1509,0,5,4,4,high,high,high,important value customers
53280.0,27784.96,1235,0,5,3,4,high,low,high,Important development customers
53310.0,19396.04,1613,0,5,5,2,high,high,low,General value customers
53315.0,23134.33,1750,0,5,5,4,high,high,high,important value customers
53329.0,13450.85,922,0,5,1,1,high,low,low,General development users
53335.0,15912.32,1338,0,5,4,1,high,high,low,General value customers
53354.0,17668.62,777,2,3,1,2,low,low,low,General recall of customers
53367.0,20499.4,1188,1,4,3,3,low,low,low,General recall of customers
53386.0,22044.13,1163,1,4,3,3,low,low,low,General recall of customers
53388.0,15592.02,1096,0,5,3,1,high,low,low,General development users
53399.0,32915.44,1155,0,5,3,5,high,low,high,Important development customers
53425.0,24345.15,696,0,5,1,4,high,low,high,Important development customers
53431.0,13005.76,962,0,5,2,1,high,low,low,General development users
53440.0,15024.67,960,0,5,2,1,high,low,low,General development users
53441.0,23525.61,2198,0,5,5,4,high,high,high,important value customers
53444.0,36563.93,1226,0,5,3,5,high,low,high,Important development customers
53449.0,34331.7,987,1,4,2,5,low,low,high,Important customer recall
53453.0,32069.58,1004,0,5,2,5,high,low,high,Important development customers
53457.0,34705.32,1830,0,5,5,5,high,high,high,important value customers
53471.0,26160.29,1510,0,5,4,4,high,high,high,important value customers
53481.0,20750.36,1058,0,5,2,3,high,low,low,General development users
53494.0,24034.77,1757,1,4,5,4,low,high,high,Important to keep customers
53511.0,19357.91,1008,0,5,2,2,high,low,low,General development users
53512.0,19202.03,1434,0,5,4,2,high,high,low,General value customers
53525.0,19825.46,1726,0,5,5,3,high,high,low,General value customers
53527.0,13438.08,1580,0,5,4,1,high,high,low,General value customers
53532.0,16687.88,1253,0,5,4,1,high,high,low,General value customers
53534.0,20920.07,1029,1,4,2,3,low,low,low,General recall of customers
53536.0,26079.87,1930,0,5,5,4,high,high,high,important value customers
53545.0,19808.06,1076,0,5,2,3,high,low,low,General development users
53586.0,33231.95,840,1,4,1,5,low,low,high,Important customer recall
53592.0,31769.21,1009,0,5,2,5,high,low,high,Important development customers
53605.0,15167.39,990,0,5,2,1,high,low,low,General development users
53615.0,22210.86,2011,0,5,5,3,high,high,low,General value customers
53618.0,18021.13,1100,0,5,3,2,high,low,low,General development users
53625.0,33926.11,988,1,4,2,5,low,low,high,Important customer recall
53637.0,25937.2,1018,2,3,2,4,low,low,high,Important customer recall
53668.0,20586.18,1208,0,5,3,3,high,low,low,General development users
53674.0,12354.68,901,2,3,1,1,low,low,low,General recall of customers
53677.0,31373.94,1072,0,5,2,5,high,low,high,Important development customers
53678.0,33461.61,1735,0,5,5,5,high,high,high,important value customers
53693.0,19542.19,748,0,5,1,2,high,low,low,General development users
53703.0,16818.34,924,1,4,1,1,low,low,low,General recall of customers
53710.0,17452.26,1516,0,5,4,2,high,high,low,General value customers
53730.0,25722.22,930,0,5,1,4,high,low,high,Important development customers
53734.0,16997.84,1143,0,5,3,2,high,low,low,General development users
53737.0,18356.21,1112,0,5,3,2,high,low,low,General development users
53759.0,18363.36,1181,0,5,3,2,high,low,low,General development users
53781.0,25773.85,1392,0,5,4,4,high,high,high,important value customers
53795.0,20948.86,1167,2,3,3,3,low,low,low,General recall of customers
53797.0,29383.71,930,2,3,1,4,low,low,high,Important customer recall
53806.0,32270.83,993,1,4,2,5,low,low,high,Important customer recall
53807.0,26251.14,1655,0,5,5,4,high,high,high,important value customers
53813.0,16766.18,1048,0,5,2,1,high,low,low,General development users
53816.0,32794.03,1297,0,5,4,5,high,high,high,important value customers
53826.0,30582.2,919,1,4,1,5,low,low,high,Important customer recall
53842.0,15985.22,1605,0,5,5,1,high,high,low,General value customers
53873.0,14881.97,1060,0,5,2,1,high,low,low,General development users
53898.0,33420.12,910,0,5,1,5,high,low,high,Important development customers
53900.0,33344.93,890,0,5,1,5,high,low,high,Important development customers
53917.0,19954.63,918,1,4,1,3,low,low,low,General recall of customers
53929.0,16145.78,1053,0,5,2,1,high,low,low,General development users
53932.0,27852.78,856,0,5,1,4,high,low,high,Important development customers
53940.0,23257.58,1141,2,3,3,4,low,low,high,Important customer recall
53953.0,18674.06,873,3,2,1,2,low,low,low,General recall of customers
53974.0,21195.84,1164,0,5,3,3,high,low,low,General development users
53981.0,16876.33,894,1,4,1,1,low,low,low,General recall of customers
53998.0,12990.01,1384,0,5,4,1,high,high,low,General value customers
54013.0,17007.24,1000,0,5,2,2,high,low,low,General development users
54075.0,31479.66,1158,0,5,3,5,high,low,high,Important development customers
54088.0,16967.76,973,0,5,2,1,high,low,low,General development users
54096.0,14862.45,757,1,4,1,1,low,low,low,General recall of customers
54117.0,15780.07,1130,0,5,3,1,high,low,low,General development users
54126.0,16877.23,1672,0,5,5,1,high,high,low,General value customers
54128.0,40169.56,1092,0,5,3,5,high,low,high,Important development customers
54140.0,13207.29,883,0,5,1,1,high,low,low,General development users
54148.0,18873.3,1551,0,5,4,2,high,high,low,General value customers
54151.0,25272.079999999998,1823,0,5,5,4,high,high,high,important value customers
54154.0,32234.39,1164,0,5,3,5,high,low,high,Important development customers
54155.0,23328.66,2362,0,5,5,4,high,high,high,important value customers
54159.0,14801.03,1098,0,5,3,1,high,low,low,General development users
54161.0,31461.2,1566,0,5,4,5,high,high,high,important value customers
54176.0,24979.37,731,0,5,1,4,high,low,high,Important development customers
54200.0,20152.76,940,0,5,1,3,high,low,low,General development users
54217.0,17829.07,1083,0,5,2,2,high,low,low,General development users
54218.0,21554.06,1357,0,5,4,3,high,high,low,General value customers
54221.0,21076.8,1063,0,5,2,3,high,low,low,General development users
54255.0,13949.3,929,0,5,1,1,high,low,low,General development users
54260.0,32495.55,908,0,5,1,5,high,low,high,Important development customers
54264.0,34638.01,1248,1,4,4,5,low,high,high,Important to keep customers
54265.0,32471.17,728,0,5,1,5,high,low,high,Important development customers
54289.0,19602.52,1502,0,5,4,3,high,high,low,General value customers
54294.0,38812.590000000004,1838,0,5,5,5,high,high,high,important value customers
54297.0,21856.87,881,0,5,1,3,high,low,low,General development users
54319.0,29726.77,1036,1,4,2,4,low,low,high,Important customer recall
54322.0,18550.81,1030,0,5,2,2,high,low,low,General development users
54327.0,33201.88,1765,0,5,5,5,high,high,high,important value customers
54329.0,17901.81,1235,1,4,3,2,low,low,low,General recall of customers
54336.0,18206.4,1147,1,4,3,2,low,low,low,General recall of customers
54340.0,18849.76,1654,0,5,5,2,high,high,low,General value customers
54369.0,21173.87,1945,0,5,5,3,high,high,low,General value customers
54397.0,21030.079999999998,1697,0,5,5,3,high,high,low,General value customers
54419.0,13406.64,1095,0,5,3,1,high,low,low,General development users
54435.0,15284.73,1017,0,5,2,1,high,low,low,General development users
54445.0,20856.95,1246,0,5,4,3,high,low,low,General development users
54451.0,39327.0,1660,0,5,5,5,high,high,high,important value customers
54469.0,21059.99,1316,1,4,4,3,low,high,low,Generally keep customers
54487.0,32232.29,1810,0,5,5,5,high,high,high,important value customers
54488.0,16564.94,828,2,3,1,1,low,low,low,General recall of customers
54495.0,32225.44,1279,0,5,4,5,high,high,high,important value customers
54512.0,29568.94,1003,0,5,2,4,high,low,high,Important development customers
54518.0,18914.06,1436,0,5,4,2,high,high,low,General value customers
54548.0,16986.0,1888,0,5,5,2,high,high,low,General value customers
54550.0,22344.12,801,0,5,1,3,high,low,low,General development users
54559.0,25832.15,1699,0,5,5,4,high,high,high,important value customers
54602.0,18984.5,1238,0,5,3,2,high,low,low,General development users
54640.0,20481.309999999998,1963,0,5,5,3,high,high,low,General value customers
54641.0,21471.41,1045,0,5,2,3,high,low,low,General development users
54663.0,17074.14,1773,0,5,5,2,high,high,low,General value customers
54709.0,15031.71,1713,0,5,5,1,high,high,low,General value customers
54728.0,16578.54,1244,0,5,3,1,high,low,low,General development users
54731.0,22930.38,1052,1,4,2,3,low,low,high,Important customer recall
54733.0,19267.07,1018,0,5,2,2,high,low,low,General development users
54740.0,16780.62,1631,0,5,5,1,high,high,low,General value customers
54748.0,35410.82,903,2,3,1,5,low,low,high,Important customer recall
54752.0,30194.13,1103,0,5,3,4,high,low,high,Important development customers
54775.0,26251.16,923,0,5,1,4,high,low,high,Important development customers
54791.0,21718.17,1038,0,5,2,3,high,low,low,General development users
54818.0,34350.72,839,1,4,1,5,low,low,high,Important customer recall
54847.0,37118.87,1974,0,5,5,5,high,high,high,important value customers
54859.0,19465.260000000002,1085,0,5,2,2,high,low,low,General development users
54869.0,18833.44,1019,1,4,2,2,low,low,low,General recall of customers
54877.0,20995.47,1683,0,5,5,3,high,high,low,General value customers
54886.0,27731.88,945,1,4,1,4,low,low,high,Important customer recall
54900.0,34078.91,1028,0,5,2,5,high,low,high,Important development customers
54921.0,32242.98,1703,0,5,5,5,high,high,high,important value customers
54926.0,17100.13,1115,0,5,3,2,high,low,low,General development users
54940.0,29262.09,1105,0,5,3,4,high,low,high,Important development customers
54941.0,19377.7,1648,0,5,5,2,high,high,low,General value customers
54977.0,13303.47,1223,0,5,3,1,high,low,low,General development users
54978.0,37293.6,1187,0,5,3,5,high,low,high,Important development customers
54983.0,31309.16,1526,0,5,4,5,high,high,high,important value customers
54995.0,23488.8,1153,1,4,3,4,low,low,high,Important customer recall
55011.0,16112.5,1103,0,5,3,1,high,low,low,General development users
55024.0,24924.86,1209,1,4,3,4,low,low,high,Important customer recall
55030.0,18342.23,1804,0,5,5,2,high,high,low,General value customers
55042.0,22803.64,1142,0,5,3,3,high,low,low,General development users
55051.0,28812.41,1168,0,5,3,4,high,low,high,Important development customers
55052.0,28333.91,1413,0,5,4,4,high,high,high,important value customers
55055.0,29358.09,972,0,5,2,4,high,low,high,Important development customers
55061.0,21150.36,892,0,5,1,3,high,low,low,General development users
55069.0,17499.0,1736,0,5,5,2,high,high,low,General value customers
55071.0,30013.14,755,0,5,1,4,high,low,high,Important development customers
55075.0,21495.16,1200,1,4,3,3,low,low,low,General recall of customers
55077.0,24318.69,1813,0,5,5,4,high,high,high,important value customers
55099.0,20697.27,1808,0,5,5,3,high,high,low,General value customers
55110.0,20616.76,1332,0,5,4,3,high,high,low,General value customers
55112.0,19855.02,1796,0,5,5,3,high,high,low,General value customers
55115.0,22509.77,1698,0,5,5,3,high,high,low,General value customers
55119.0,15513.81,1098,0,5,3,1,high,low,low,General development users
55122.0,19797.61,1113,0,5,3,3,high,low,low,General development users
55134.0,19107.21,1212,0,5,3,2,high,low,low,General development users
55151.0,23680.52,986,1,4,2,4,low,low,high,Important customer recall
55165.0,13744.39,957,0,5,2,1,high,low,low,General development users
55170.0,20580.14,1039,2,3,2,3,low,low,low,General recall of customers
55179.0,24288.57,1105,0,5,3,4,high,low,high,Important development customers
55196.0,23844.46,2009,0,5,5,4,high,high,high,important value customers
55201.0,23012.27,1767,0,5,5,4,high,high,high,important value customers
55206.0,19608.43,1376,2,3,4,3,low,high,low,Generally keep customers
55218.0,23641.170000000002,1134,0,5,3,4,high,low,high,Important development customers
55236.0,25574.12,1537,0,5,4,4,high,high,high,important value customers
55251.0,33013.28,1055,1,4,2,5,low,low,high,Important customer recall
55254.0,15291.36,1607,0,5,5,1,high,high,low,General value customers
55270.0,33540.12,971,0,5,2,5,high,low,high,Important development customers
55286.0,18551.27,1753,0,5,5,2,high,high,low,General value customers
55294.0,29281.66,1088,0,5,2,4,high,low,high,Important development customers
55302.0,32252.32,898,0,5,1,5,high,low,high,Important development customers
55303.0,14824.54,1282,1,4,4,1,low,high,low,Generally keep customers
55314.0,22209.64,1713,0,5,5,3,high,high,low,General value customers
55326.0,12504.96,1379,0,5,4,1,high,high,low,General value customers
55328.0,30282.0,1008,1,4,2,4,low,low,high,Important customer recall
55372.0,27223.91,868,0,5,1,4,high,low,high,Important development customers
55374.0,24615.81,904,1,4,1,4,low,low,high,Important customer recall
55375.0,17022.86,1655,0,5,5,2,high,high,low,General value customers
55393.0,31072.63,1644,0,5,5,5,high,high,high,important value customers
55404.0,23127.2,937,0,5,1,4,high,low,high,Important development customers
55416.0,30176.1,1185,0,5,3,4,high,low,high,Important development customers
55424.0,20229.12,1298,1,4,4,3,low,high,low,Generally keep customers
55431.0,19163.26,1190,0,5,3,2,high,low,low,General development users
55446.0,26942.21,1084,2,3,2,4,low,low,high,Important customer recall
55457.0,19714.5,990,0,5,2,3,high,low,low,General development users
55467.0,13567.7,1070,1,4,2,1,low,low,low,General recall of customers
55472.0,20832.59,1594,0,5,4,3,high,high,low,General value customers
55474.0,21770.19,935,1,4,1,3,low,low,low,General recall of customers
55475.0,19821.72,1703,0,5,5,3,high,high,low,General value customers
55481.0,26265.78,1102,0,5,3,4,high,low,high,Important development customers
55491.0,34422.93,949,0,5,1,5,high,low,high,Important development customers
55532.0,14928.33,963,0,5,2,1,high,low,low,General development users
55538.0,20366.89,1797,0,5,5,3,high,high,low,General value customers
55540.0,13800.31,977,1,4,2,1,low,low,low,General recall of customers
55544.0,16203.37,1083,0,5,2,1,high,low,low,General development users
55547.0,37045.19,1787,0,5,5,5,high,high,high,important value customers
55548.0,32080.03,2047,0,5,5,5,high,high,high,important value customers
55551.0,19490.46,1858,0,5,5,2,high,high,low,General value customers
55561.0,32812.33,1847,0,5,5,5,high,high,high,important value customers
55565.0,23656.67,1982,0,5,5,4,high,high,high,important value customers
55567.0,24509.59,1600,0,5,5,4,high,high,high,important value customers
55569.0,33221.7,1098,0,5,3,5,high,low,high,Important development customers
55586.0,32448.63,1171,0,5,3,5,high,low,high,Important development customers
55587.0,16467.54,1360,0,5,4,1,high,high,low,General value customers
55588.0,27774.78,774,3,2,1,4,low,low,high,Important customer recall
55618.0,15067.34,1068,1,4,2,1,low,low,low,General recall of customers
55621.0,17439.99,993,0,5,2,2,high,low,low,General development users
55626.0,13963.55,1634,0,5,5,1,high,high,low,General value customers
