from_totally_fake_account,total_transactions,total_amount_spent,transactions_quintile,amount_quintile,transactions_level,amount_level,activity_score
23437.0,842,27825.3,1,4,Low,High,2.8
98405.0,937,27695.53,1,4,Low,High,2.8
96142.0,941,27407.62,1,4,Low,High,2.8
23387.0,1451,19309.25,4,2,High,Low,2.8
61222.0,874,29808.09,1,4,Low,High,2.8
4930.0,1296,17879.36,4,2,High,Low,2.8
99812.0,903,23283.27,1,4,Low,High,2.8
94923.0,592,29089.7,1,4,Low,High,2.8
25106.0,1269,19542.19,4,2,High,Low,2.8
1717.0,930,29207.1,1,4,Low,High,2.8
25153.0,779,29955.69,1,4,Low,High,2.8
61024.0,1390,17687.81,4,2,High,Low,2.8
99868.0,842,25912.15,1,4,Low,High,2.8
99891.0,887,26601.97,1,4,Low,High,2.8
23625.0,819,29666.47,1,4,Low,High,2.8
1931.0,1591,18288.91,4,2,High,Low,2.8
99365.0,1494,19242.3,4,2,High,Low,2.8
4655.0,822,28475.59,1,4,Low,High,2.8
63083.0,755,23633.97,1,4,Low,High,2.8
95949.0,1516,18286.6,4,2,High,Low,2.8
95876.0,817,26422.79,1,4,Low,High,2.8
95862.0,1308,19064.97,4,2,High,Low,2.8
99059.0,1580,19519.61,4,2,High,Low,2.8
95765.0,826,26319.38,1,4,Low,High,2.8
23978.0,1272,17662.3,4,2,High,Low,2.8
63292.0,933,29656.71,1,4,Low,High,2.8
95719.0,1464,19244.99,4,2,High,Low,2.8
23849.0,1403,16997.43,4,2,High,Low,2.8
95714.0,953,23536.78,1,4,Low,High,2.8
99211.0,852,24465.82,1,4,Low,High,2.8
23824.0,1397,18855.34,4,2,High,Low,2.8
95710.0,751,25525.52,1,4,Low,High,2.8
4572.0,1516,19316.22,4,2,High,Low,2.8
95627.0,1501,17895.49,4,2,High,Low,2.8
95511.0,1430,17385.89,4,2,High,Low,2.8
23793.0,897,27279.31,1,4,Low,High,2.8
99335.0,1342,18338.46,4,2,High,Low,2.8
63625.0,899,29922.9,1,4,Low,High,2.8
2019.0,948,28724.67,1,4,Low,High,2.8
95467.0,857,30100.41,1,4,Low,High,2.8
23700.0,914,23658.43,1,4,Low,High,2.8
3994.0,712,29117.39,1,4,Low,High,2.8
76588.0,1464,19197.12,4,2,High,Low,2.8
66315.0,874,29692.18,1,4,Low,High,2.8
13246.0,852,23670.98,1,4,Low,High,2.8
11961.0,725,25403.01,1,4,Low,High,2.8
83493.0,879,28197.61,1,4,Low,High,2.8
12316.0,1373,19385.99,4,2,High,Low,2.8
73468.0,912,30047.94,1,4,Low,High,2.8
12424.0,932,26949.24,1,4,Low,High,2.8
12520.0,879,25337.45,1,4,Low,High,2.8
73562.0,1274,19523.57,4,2,High,Low,2.8
82725.0,874,23627.77,1,4,Low,High,2.8
12650.0,851,25947.57,1,4,Low,High,2.8
82671.0,1319,18093.44,4,2,High,Low,2.8
82452.0,721,29758.81,1,4,Low,High,2.8
82427.0,866,29145.6,1,4,Low,High,2.8
12964.0,934,26733.03,1,4,Low,High,2.8
13148.0,1595,18738.23,4,2,High,Low,2.8
13375.0,1566,19405.07,4,2,High,Low,2.8
73027.0,887,27444.62,1,4,Low,High,2.8
81540.0,844,27240.4,1,4,Low,High,2.8
73895.0,917,28624.75,1,4,Low,High,2.8
81480.0,940,23740.66,1,4,Low,High,2.8
73908.0,895,29848.68,1,4,Low,High,2.8
81309.0,718,28191.13,1,4,Low,High,2.8
74027.0,1334,18653.14,4,2,High,Low,2.8
74054.0,1581,17316.37,4,2,High,Low,2.8
81302.0,725,29152.19,1,4,Low,High,2.8
74155.0,901,28660.29,1,4,Low,High,2.8
80956.0,1286,18180.63,4,2,High,Low,2.8
80895.0,1327,19386.7,4,2,High,Low,2.8
13881.0,1594,18162.33,4,2,High,Low,2.8
74308.0,953,28518.36,1,4,Low,High,2.8
80792.0,950,26346.67,1,4,Low,High,2.8
18364.0,744,28979.0,1,4,Low,High,2.8
11872.0,671,29096.96,1,4,Low,High,2.8
71788.0,826,26323.01,1,4,Low,High,2.8
84128.0,955,26335.57,1,4,Low,High,2.8
19212.0,1256,18400.05,4,2,High,Low,2.8
84905.0,1486,18381.18,4,2,High,Low,2.8
84895.0,927,30143.51,1,4,Low,High,2.8
84840.0,1465,18840.2,4,2,High,Low,2.8
84504.0,805,28650.57,1,4,Low,High,2.8
84498.0,877,28895.27,1,4,Low,High,2.8
11460.0,1372,18576.27,4,2,High,Low,2.8
72164.0,1396,18784.16,4,2,High,Low,2.8
11494.0,1339,17115.81,4,2,High,Low,2.8
84193.0,1465,17843.93,4,2,High,Low,2.8
72253.0,912,27193.73,1,4,Low,High,2.8
72302.0,821,28922.35,1,4,Low,High,2.8
72306.0,918,25634.8,1,4,Low,High,2.8
11563.0,1248,18480.13,4,2,High,Low,2.8
84119.0,1325,17866.77,4,2,High,Low,2.8
11823.0,1258,17623.41,4,2,High,Low,2.8
83984.0,1461,18970.42,4,2,High,Low,2.8
72532.0,644,27130.83,1,4,Low,High,2.8
11694.0,766,29718.22,1,4,Low,High,2.8
18834.0,815,27400.21,1,4,Low,High,2.8
11742.0,702,28070.98,1,4,Low,High,2.8
18788.0,1366,18248.07,4,2,High,Low,2.8
18754.0,1271,17465.17,4,2,High,Low,2.8
83870.0,1349,18315.65,4,2,High,Low,2.8
72818.0,675,23204.21,1,4,Low,High,2.8
11762.0,1544,18136.92,4,2,High,Low,2.8
72909.0,870,28238.51,1,4,Low,High,2.8
18648.0,793,27109.77,1,4,Low,High,2.8
72946.0,763,25509.71,1,4,Low,High,2.8
72951.0,864,30260.58,1,4,Low,High,2.8
80695.0,752,28439.6,1,4,Low,High,2.8
74349.0,1372,16978.82,4,2,High,Low,2.8
74400.0,834,24980.57,1,4,Low,High,2.8
77253.0,1590,19333.3,4,2,High,Low,2.8
78093.0,833,28603.46,1,4,Low,High,2.8
15438.0,1264,18335.86,4,2,High,Low,2.8
15460.0,935,28982.1,1,4,Low,High,2.8
15575.0,822,29848.94,1,4,Low,High,2.8
75588.0,1593,18090.35,4,2,High,Low,2.8
77832.0,785,28392.23,1,4,Low,High,2.8
75608.0,1287,18671.61,4,2,High,Low,2.8
77687.0,722,29626.14,1,4,Low,High,2.8
15829.0,1514,17181.93,4,2,High,Low,2.8
16834.0,1464,17022.87,4,2,High,Low,2.8
15964.0,882,26073.64,1,4,Low,High,2.8
75829.0,920,29222.39,1,4,Low,High,2.8
75833.0,815,28257.85,1,4,Low,High,2.8
77357.0,896,26474.47,1,4,Low,High,2.8
75897.0,1474,17977.58,4,2,High,Low,2.8
17434.0,1529,17607.94,4,2,High,Low,2.8
16187.0,1567,17750.61,4,2,High,Low,2.8
75941.0,1334,17526.99,4,2,High,Low,2.8
76065.0,849,29303.81,1,4,Low,High,2.8
16247.0,1496,17692.43,4,2,High,Low,2.8
76093.0,1569,18446.69,4,2,High,Low,2.8
76898.0,947,30060.65,1,4,Low,High,2.8
76872.0,1519,17471.96,4,2,High,Low,2.8
76240.0,1298,17521.07,4,2,High,Low,2.8
76287.0,1439,19061.85,4,2,High,Low,2.8
76839.0,850,24907.05,1,4,Low,High,2.8
76758.0,1281,17442.01,4,2,High,Low,2.8
76468.0,954,25314.56,1,4,Low,High,2.8
16544.0,1285,18591.35,4,2,High,Low,2.8
16444.0,896,25983.07,1,4,Low,High,2.8
78115.0,1301,18155.19,4,2,High,Low,2.8
17056.0,825,28095.48,1,4,Low,High,2.8
75362.0,868,24019.47,1,4,Low,High,2.8
17127.0,864,24171.96,1,4,Low,High,2.8
80494.0,843,29926.28,1,4,Low,High,2.8
74519.0,773,26360.19,1,4,Low,High,2.8
80424.0,922,29313.59,1,4,Low,High,2.8
80336.0,782,29932.56,1,4,Low,High,2.8
74600.0,724,29928.85,1,4,Low,High,2.8
80065.0,1248,18408.48,4,2,High,Low,2.8
80006.0,866,26240.07,1,4,Low,High,2.8
79891.0,1427,18193.89,4,2,High,Low,2.8
74718.0,1520,17800.78,4,2,High,Low,2.8
74739.0,1364,18200.2,4,2,High,Low,2.8
14468.0,817,24650.17,1,4,Low,High,2.8
79480.0,915,29355.5,1,4,Low,High,2.8
14593.0,1584,17940.71,4,2,High,Low,2.8
79149.0,1349,18049.53,4,2,High,Low,2.8
79064.0,880,30026.72,1,4,Low,High,2.8
79033.0,1536,19202.47,4,2,High,Low,2.8
74881.0,878,29408.11,1,4,Low,High,2.8
17185.0,1382,19178.85,4,2,High,Low,2.8
78993.0,889,26014.82,1,4,Low,High,2.8
78904.0,881,28413.74,1,4,Low,High,2.8
78886.0,907,24098.19,1,4,Low,High,2.8
14894.0,926,24506.1,1,4,Low,High,2.8
75181.0,1538,18552.6,4,2,High,Low,2.8
75213.0,714,29681.51,1,4,Low,High,2.8
78671.0,870,28773.36,1,4,Low,High,2.8
78603.0,800,28405.03,1,4,Low,High,2.8
15063.0,912,29985.07,1,4,Low,High,2.8
78482.0,1544,17910.16,4,2,High,Low,2.8
78440.0,572,28151.08,1,4,Low,High,2.8
71814.0,956,25468.86,1,4,Low,High,2.8
71763.0,908,26747.36,1,4,Low,High,2.8
92386.0,703,26204.14,1,4,Low,High,2.8
21016.0,808,28234.01,1,4,Low,High,2.8
91276.0,953,30229.97,1,4,Low,High,2.8
7214.0,943,29805.12,1,4,Low,High,2.8
7234.0,1594,17602.53,4,2,High,Low,2.8
91172.0,955,29741.87,1,4,Low,High,2.8
91035.0,1586,17710.54,4,2,High,Low,2.8
67809.0,811,29891.37,1,4,Low,High,2.8
7317.0,908,27156.54,1,4,Low,High,2.8
90903.0,1409,17596.11,4,2,High,Low,2.8
67977.0,933,24161.61,1,4,Low,High,2.8
16523.0,801,25043.79,1,4,Low,High,2.8
90689.0,739,29599.73,1,4,Low,High,2.8
90435.0,936,28008.18,1,4,Low,High,2.8
90349.0,848,23648.96,1,4,Low,High,2.8
21021.0,815,27809.7,1,4,Low,High,2.8
90334.0,911,28484.66,1,4,Low,High,2.8
21389.0,923,29866.19,1,4,Low,High,2.8
90083.0,755,26368.87,1,4,Low,High,2.8
7909.0,918,25562.35,1,4,Low,High,2.8
8094.0,1381,18419.41,4,2,High,Low,2.8
89659.0,819,29920.87,1,4,Low,High,2.8
89631.0,1248,19065.12,4,2,High,Low,2.8
20841.0,1345,19025.12,4,2,High,Low,2.8
68514.0,1556,18808.71,4,2,High,Low,2.8
8294.0,864,29307.5,1,4,Low,High,2.8
89141.0,942,29528.11,1,4,Low,High,2.8
68562.0,873,29155.87,1,4,Low,High,2.8
8473.0,1554,18827.98,4,2,High,Low,2.8
68639.0,1562,17784.11,4,2,High,Low,2.8
8518.0,762,25276.97,1,4,Low,High,2.8
68704.0,818,23942.16,1,4,Low,High,2.8
67652.0,948,25517.62,1,4,Low,High,2.8
91324.0,920,29112.19,1,4,Low,High,2.8
11133.0,888,27848.06,1,4,Low,High,2.8
66905.0,846,26474.38,1,4,Low,High,2.8
22291.0,1541,17844.21,4,2,High,Low,2.8
66383.0,793,25179.93,1,4,Low,High,2.8
66387.0,1325,18214.56,4,2,High,Low,2.8
92346.0,1258,18117.64,4,2,High,Low,2.8
22229.0,1444,19433.88,4,2,High,Low,2.8
92325.0,834,23579.35,1,4,Low,High,2.8
6575.0,1268,19167.15,4,2,High,Low,2.8
6650.0,946,23238.9,1,4,Low,High,2.8
66623.0,1531,17654.62,4,2,High,Low,2.8
6651.0,947,24192.46,1,4,Low,High,2.8
66729.0,1482,18082.11,4,2,High,Low,2.8
6782.0,1472,18789.4,4,2,High,Low,2.8
6829.0,1465,17737.16,4,2,High,Low,2.8
91819.0,701,29272.61,1,4,Low,High,2.8
21921.0,848,30085.77,1,4,Low,High,2.8
21555.0,1312,19095.47,4,2,High,Low,2.8
66949.0,901,30378.43,1,4,Low,High,2.8
66956.0,883,27727.26,1,4,Low,High,2.8
66986.0,828,26836.32,1,4,Low,High,2.8
67005.0,1429,18492.34,4,2,High,Low,2.8
91788.0,777,29973.35,1,4,Low,High,2.8
67117.0,1591,17732.010000000002,4,2,High,Low,2.8
6889.0,941,26206.83,1,4,Low,High,2.8
6920.0,807,27670.89,1,4,Low,High,2.8
67152.0,886,23348.01,1,4,Low,High,2.8
91655.0,828,29545.25,1,4,Low,High,2.8
67516.0,1278,17841.05,4,2,High,Low,2.8
91456.0,938,26094.43,1,4,Low,High,2.8
91360.0,1531,19082.73,4,2,High,Low,2.8
91338.0,783,28479.21,1,4,Low,High,2.8
8568.0,812,23830.65,1,4,Low,High,2.8
8583.0,955,23392.76,1,4,Low,High,2.8
8655.0,1249,18801.79,4,2,High,Low,2.8
71007.0,1387,17107.51,4,2,High,Low,2.8
70391.0,733,28182.65,1,4,Low,High,2.8
9951.0,806,24889.3,1,4,Low,High,2.8
10147.0,831,29972.11,1,4,Low,High,2.8
86710.0,752,24791.95,1,4,Low,High,2.8
86698.0,1254,18130.26,4,2,High,Low,2.8
86583.0,678,28379.13,1,4,Low,High,2.8
86503.0,1278,18726.08,4,2,High,Low,2.8
86380.0,1461,17438.75,4,2,High,Low,2.8
86320.0,1578,17946.7,4,2,High,Low,2.8
70507.0,1537,18653.21,4,2,High,Low,2.8
19964.0,504,28976.29,1,4,Low,High,2.8
86267.0,863,29001.04,1,4,Low,High,2.8
86073.0,1529,18626.87,4,2,High,Low,2.8
85984.0,727,26559.56,1,4,Low,High,2.8
71015.0,1396,18343.34,4,2,High,Low,2.8
88709.0,953,28130.33,1,4,Low,High,2.8
71056.0,933,27751.25,1,4,Low,High,2.8
19641.0,1283,17897.94,4,2,High,Low,2.8
71199.0,1464,17473.41,4,2,High,Low,2.8
85664.0,905,28219.76,1,4,Low,High,2.8
71202.0,1300,18364.14,4,2,High,Low,2.8
85508.0,1251,16982.05,4,2,High,Low,2.8
85492.0,1426,17188.2,4,2,High,Low,2.8
19561.0,1288,17254.08,4,2,High,Low,2.8
85477.0,791,24674.23,1,4,Low,High,2.8
85457.0,773,26352.21,1,4,Low,High,2.8
85378.0,1536,19311.01,4,2,High,Low,2.8
11124.0,1440,17702.36,4,2,High,Low,2.8
85179.0,1514,17763.25,4,2,High,Low,2.8
71690.0,795,25329.65,1,4,Low,High,2.8
70318.0,1559,19399.31,4,2,High,Low,2.8
9925.0,1325,18807.88,4,2,High,Low,2.8
70299.0,1312,19400.86,4,2,High,Low,2.8
9756.0,891,26045.77,1,4,Low,High,2.8
68855.0,956,23519.01,1,4,Low,High,2.8
88706.0,842,27381.14,1,4,Low,High,2.8
88560.0,952,29613.44,1,4,Low,High,2.8
88385.0,1282,17246.04,4,2,High,Low,2.8
69176.0,926,28205.8,1,4,Low,High,2.8
9189.0,1301,19350.9,4,2,High,Low,2.8
88080.0,829,26504.16,1,4,Low,High,2.8
69361.0,953,23540.62,1,4,Low,High,2.8
69449.0,734,23566.48,1,4,Low,High,2.8
87926.0,1288,19080.1,4,2,High,Low,2.8
69635.0,691,28129.85,1,4,Low,High,2.8
69680.0,923,27289.98,1,4,Low,High,2.8
9323.0,897,25372.09,1,4,Low,High,2.8
69698.0,1414,18784.92,4,2,High,Low,2.8
69710.0,1366,19215.0,4,2,High,Low,2.8
9337.0,868,25964.42,1,4,Low,High,2.8
69769.0,916,29548.45,1,4,Low,High,2.8
20424.0,1371,18799.99,4,2,High,Low,2.8
87674.0,881,29476.84,1,4,Low,High,2.8
69788.0,1469,19386.17,4,2,High,Low,2.8
87599.0,1387,19299.96,4,2,High,Low,2.8
69872.0,857,23627.73,1,4,Low,High,2.8
69880.0,1453,18027.11,4,2,High,Low,2.8
87549.0,1359,18739.05,4,2,High,Low,2.8
9460.0,741,28249.51,1,4,Low,High,2.8
70046.0,911,29308.33,1,4,Low,High,2.8
9660.0,927,28242.75,1,4,Low,High,2.8
87263.0,782,28193.01,1,4,Low,High,2.8
9687.0,1265,19226.66,4,2,High,Low,2.8
80963.0,1340,18754.24,4,2,High,Low,2.8
39129.0,853,30371.6,1,4,Low,High,2.8
69711.0,951,25678.51,1,4,Low,High,2.8
32391.0,872,28477.1,1,4,Low,High,2.8
58592.0,805,28754.32,1,4,Low,High,2.8
32854.0,765,29221.9,1,4,Low,High,2.8
48650.0,1353,19421.89,4,2,High,Low,2.8
48655.0,1284,18961.04,4,2,High,Low,2.8
48714.0,1299,17605.09,4,2,High,Low,2.8
48764.0,1290,18173.33,4,2,High,Low,2.8
32692.0,926,26160.47,1,4,Low,High,2.8
26390.0,568,27974.37,1,4,Low,High,2.8
32587.0,798,27831.8,1,4,Low,High,2.8
26413.0,741,24379.24,1,4,Low,High,2.8
32573.0,649,28127.42,1,4,Low,High,2.8
32534.0,1344,18644.91,4,2,High,Low,2.8
49005.0,1343,18359.44,4,2,High,Low,2.8
32403.0,821,28609.15,1,4,Low,High,2.8
32167.0,1328,19359.4,4,2,High,Low,2.8
34678.0,1287,18540.25,4,2,High,Low,2.8
49398.0,880,29033.39,1,4,Low,High,2.8
49421.0,886,25378.75,1,4,Low,High,2.8
32112.0,1380,17836.62,4,2,High,Low,2.8
49542.0,1588,17640.79,4,2,High,Low,2.8
49569.0,1509,18461.74,4,2,High,Low,2.8
32075.0,1275,18562.29,4,2,High,Low,2.8
31871.0,751,29752.07,1,4,Low,High,2.8
49889.0,1581,19457.45,4,2,High,Low,2.8
49973.0,937,28556.96,1,4,Low,High,2.8
26534.0,1382,19443.05,4,2,High,Low,2.8
58160.0,905,28704.54,1,4,Low,High,2.8
31673.0,907,24606.21,1,4,Low,High,2.8
58147.0,665,26245.15,1,4,Low,High,2.8
50873.0,950,24332.58,1,4,Low,High,2.8
32865.0,1339,18480.86,4,2,High,Low,2.8
32988.0,1484,19146.51,4,2,High,Low,2.8
48048.0,647,27150.49,1,4,Low,High,2.8
48001.0,709,29746.02,1,4,Low,High,2.8
46315.0,765,26644.84,1,4,Low,High,2.8
46376.0,945,24130.92,1,4,Low,High,2.8
46633.0,662,27274.96,1,4,Low,High,2.8
46707.0,1368,18632.84,4,2,High,Low,2.8
34160.0,781,28385.92,1,4,Low,High,2.8
59000.0,875,26162.68,1,4,Low,High,2.8
34142.0,669,24165.27,1,4,Low,High,2.8
34128.0,1545,19260.88,4,2,High,Low,2.8
46816.0,1288,19526.94,4,2,High,Low,2.8
34107.0,578,27311.5,1,4,Low,High,2.8
58910.0,1260,18700.73,4,2,High,Low,2.8
46930.0,829,26827.81,1,4,Low,High,2.8
33975.0,741,29315.6,1,4,Low,High,2.8
46994.0,818,24928.67,1,4,Low,High,2.8
47032.0,815,23899.71,1,4,Low,High,2.8
47078.0,1552,18697.42,4,2,High,Low,2.8
33814.0,1334,18447.69,4,2,High,Low,2.8
33799.0,1328,18125.77,4,2,High,Low,2.8
33783.0,825,24926.15,1,4,Low,High,2.8
33693.0,908,26610.18,1,4,Low,High,2.8
33650.0,944,27159.71,1,4,Low,High,2.8
47342.0,937,30005.05,1,4,Low,High,2.8
33641.0,890,27528.72,1,4,Low,High,2.8
47424.0,1291,18398.25,4,2,High,Low,2.8
47580.0,607,29001.63,1,4,Low,High,2.8
47654.0,932,29396.75,1,4,Low,High,2.8
47725.0,1396,17782.65,4,2,High,Low,2.8
33524.0,638,27126.16,1,4,Low,High,2.8
47774.0,741,25375.54,1,4,Low,High,2.8
58122.0,831,29660.46,1,4,Low,High,2.8
31438.0,937,27812.66,1,4,Low,High,2.8
51066.0,1582,18882.89,4,2,High,Low,2.8
29087.0,642,29834.07,1,4,Low,High,2.8
54886.0,945,27731.88,1,4,Low,High,2.8
28717.0,950,28095.09,1,4,Low,High,2.8
55071.0,755,30013.14,1,4,Low,High,2.8
28620.0,745,26024.94,1,4,Low,High,2.8
55372.0,868,27223.91,1,4,Low,High,2.8
55374.0,904,24615.81,1,4,Low,High,2.8
55404.0,937,23127.2,1,4,Low,High,2.8
28445.0,928,28130.91,1,4,Low,High,2.8
28381.0,782,25733.42,1,4,Low,High,2.8
28287.0,797,26969.47,1,4,Low,High,2.8
26842.0,933,25001.13,1,4,Low,High,2.8
55588.0,774,27774.78,1,4,Low,High,2.8
28181.0,854,28380.66,1,4,Low,High,2.8
55744.0,1269,18436.93,4,2,High,Low,2.8
55760.0,842,29219.14,1,4,Low,High,2.8
27887.0,1305,18751.19,4,2,High,Low,2.8
56099.0,789,29963.4,1,4,Low,High,2.8
56325.0,1594,18606.19,4,2,High,Low,2.8
27585.0,926,28989.45,1,4,Low,High,2.8
27467.0,857,30046.01,1,4,Low,High,2.8
56597.0,1327,17515.38,4,2,High,Low,2.8
56819.0,1503,18426.16,4,2,High,Low,2.8
27062.0,707,28398.02,1,4,Low,High,2.8
27082.0,916,24623.38,1,4,Low,High,2.8
57429.0,776,28896.03,1,4,Low,High,2.8
56920.0,1447,17963.42,4,2,High,Low,2.8
27331.0,627,28389.39,1,4,Low,High,2.8
57078.0,1294,18447.11,4,2,High,Low,2.8
27292.0,1414,17959.54,4,2,High,Low,2.8
54775.0,923,26251.16,1,4,Low,High,2.8
54518.0,1436,18914.06,4,2,High,Low,2.8
51087.0,1264,17307.65,4,2,High,Low,2.8
54176.0,731,24979.37,1,4,Low,High,2.8
31418.0,1438,18826.47,4,2,High,Low,2.8
31243.0,1489,19125.91,4,2,High,Low,2.8
51359.0,641,28566.25,1,4,Low,High,2.8
31119.0,842,30026.09,1,4,Low,High,2.8
51766.0,1499,17837.53,4,2,High,Low,2.8
51937.0,1356,17970.23,4,2,High,Low,2.8
51989.0,1482,17136.88,4,2,High,Low,2.8
52009.0,940,29882.93,1,4,Low,High,2.8
52012.0,940,23076.24,1,4,Low,High,2.8
52415.0,1276,17026.94,4,2,High,Low,2.8
52580.0,887,27088.26,1,4,Low,High,2.8
52689.0,1331,19298.3,4,2,High,Low,2.8
30040.0,1427,18132.79,4,2,High,Low,2.8
53066.0,1579,17546.87,4,2,High,Low,2.8
29993.0,810,25693.74,1,4,Low,High,2.8
29987.0,914,24378.25,1,4,Low,High,2.8
29974.0,751,29608.36,1,4,Low,High,2.8
26737.0,953,29925.06,1,4,Low,High,2.8
29934.0,1335,18093.78,4,2,High,Low,2.8
29861.0,1305,19353.22,4,2,High,Low,2.8
29825.0,1316,19059.94,4,2,High,Low,2.8
53425.0,696,24345.15,1,4,Low,High,2.8
53512.0,1434,19202.03,4,2,High,Low,2.8
53710.0,1516,17452.26,4,2,High,Low,2.8
53730.0,930,25722.22,1,4,Low,High,2.8
53797.0,930,29383.71,1,4,Low,High,2.8
53932.0,856,27852.78,1,4,Low,High,2.8
29308.0,893,26978.72,1,4,Low,High,2.8
54148.0,1551,18873.3,4,2,High,Low,2.8
46268.0,952,23194.35,1,4,Low,High,2.8
27173.0,865,28982.37,1,4,Low,High,2.8
59055.0,1359,17091.2,4,2,High,Low,2.8
43432.0,1366,18366.64,4,2,High,Low,2.8
42023.0,1437,18880.46,4,2,High,Low,2.8
37100.0,955,24952.74,1,4,Low,High,2.8
42289.0,913,27779.26,1,4,Low,High,2.8
34721.0,1358,18726.8,4,2,High,Low,2.8
36888.0,1480,19418.16,4,2,High,Low,2.8
42495.0,878,29128.73,1,4,Low,High,2.8
42603.0,1284,19319.08,4,2,High,Low,2.8
36316.0,834,23508.06,1,4,Low,High,2.8
36280.0,1257,18115.89,4,2,High,Low,2.8
36160.0,918,27836.81,1,4,Low,High,2.8
43380.0,790,26262.9,1,4,Low,High,2.8
36073.0,911,23966.54,1,4,Low,High,2.8
44480.0,816,27966.15,1,4,Low,High,2.8
43504.0,951,25449.1,1,4,Low,High,2.8
59436.0,1281,17912.94,4,2,High,Low,2.8
36035.0,825,29452.56,1,4,Low,High,2.8
43868.0,1474,17475.15,4,2,High,Low,2.8
43877.0,853,30148.01,1,4,Low,High,2.8
43904.0,1337,18455.9,4,2,High,Low,2.8
44005.0,911,24110.31,1,4,Low,High,2.8
35625.0,1548,18024.39,4,2,High,Low,2.8
44049.0,1389,17652.04,4,2,High,Low,2.8
44096.0,906,26082.81,1,4,Low,High,2.8
25933.0,795,27602.42,1,4,Low,High,2.8
41986.0,809,24070.16,1,4,Low,High,2.8
37223.0,1261,17793.73,4,2,High,Low,2.8
37249.0,1257,18008.06,4,2,High,Low,2.8
41792.0,744,25992.93,1,4,Low,High,2.8
39190.0,852,24123.93,1,4,Low,High,2.8
39083.0,1296,18384.09,4,2,High,Low,2.8
39427.0,778,25258.47,1,4,Low,High,2.8
38858.0,656,23414.3,1,4,Low,High,2.8
59712.0,1528,17665.19,4,2,High,Low,2.8
59680.0,743,29892.8,1,4,Low,High,2.8
59678.0,904,29437.73,1,4,Low,High,2.8
39707.0,799,28694.53,1,4,Low,High,2.8
38659.0,1483,17017.16,4,2,High,Low,2.8
38455.0,1422,19122.59,4,2,High,Low,2.8
38435.0,1324,17417.04,4,2,High,Low,2.8
38419.0,1562,17502.02,4,2,High,Low,2.8
38320.0,888,28698.68,1,4,Low,High,2.8
40254.0,756,29492.31,1,4,Low,High,2.8
25812.0,1292,17868.63,4,2,High,Low,2.8
38193.0,832,25711.92,1,4,Low,High,2.8
38187.0,847,28194.89,1,4,Low,High,2.8
38136.0,906,23523.09,1,4,Low,High,2.8
37922.0,907,25018.61,1,4,Low,High,2.8
37688.0,1334,19352.86,4,2,High,Low,2.8
41467.0,1457,17364.17,4,2,High,Low,2.8
41590.0,745,27637.33,1,4,Low,High,2.8
41682.0,600,25751.48,1,4,Low,High,2.8
44457.0,1326,17061.53,4,2,High,Low,2.8
36923.0,1410,19284.13,4,2,High,Low,2.8
44497.0,1388,17410.51,4,2,High,Low,2.8
35180.0,1366,19481.97,4,2,High,Low,2.8
45772.0,855,23874.12,1,4,Low,High,2.8
44863.0,1320,18068.77,4,2,High,Low,2.8
44892.0,1512,17915.44,4,2,High,Low,2.8
45309.0,1546,17796.32,4,2,High,Low,2.8
59156.0,840,28781.29,1,4,Low,High,2.8
35020.0,1513,18059.07,4,2,High,Low,2.8
45748.0,1268,18333.15,4,2,High,Low,2.8
34753.0,912,29443.19,1,4,Low,High,2.8
45000.0,1339,19096.88,4,2,High,Low,2.8
45106.0,1304,17898.45,4,2,High,Low,2.8
34861.0,1327,17934.94,4,2,High,Low,2.8
35158.0,925,25424.98,1,4,Low,High,2.8
45028.0,1321,18470.38,4,2,High,Low,2.8
25965.0,700,26112.37,1,4,Low,High,2.8
44747.0,774,30287.75,1,4,Low,High,2.8
35212.0,1452,18333.29,4,2,High,Low,2.8
59183.0,761,24399.02,1,4,Low,High,2.8
45895.0,949,29886.54,1,4,Low,High,2.8
44661.0,919,23872.01,1,4,Low,High,2.8
45311.0,788,28802.3,1,4,Low,High,2.8
44592.0,1537,17311.29,4,2,High,Low,2.8
98634.0,1615,15771.54,5,1,High,Low,2.6
40771.0,1874,16080.52,5,1,High,Low,2.6
18882.0,1839,16877.83,5,1,High,Low,2.6
28776.0,1799,16673.41,5,1,High,Low,2.6
54126.0,1672,16877.23,5,1,High,Low,2.6
40636.0,1679,15911.55,5,1,High,Low,2.6
18666.0,1663,16448.91,5,1,High,Low,2.6
69030.0,1733,12715.3,5,1,High,Low,2.6
68986.0,1597,16604.32,5,1,High,Low,2.6
73068.0,1750,15703.61,5,1,High,Low,2.6
97833.0,1640,15975.86,5,1,High,Low,2.6
40373.0,1781,16180.62,5,1,High,Low,2.6
54740.0,1631,16780.62,5,1,High,Low,2.6
54709.0,1713,15031.71,5,1,High,Low,2.6
40752.0,1736,16938.48,5,1,High,Low,2.6
46860.0,1680,13807.96,5,1,High,Low,2.6
45549.0,1838,16875.28,5,1,High,Low,2.6
20089.0,1727,15408.84,5,1,High,Low,2.6
72132.0,1834,13230.38,5,1,High,Low,2.6
38048.0,1864,15372.99,5,1,High,Low,2.6
53842.0,1605,15985.22,5,1,High,Low,2.6
28676.0,1640,15671.75,5,1,High,Low,2.6
2817.0,1811,14928.12,5,1,High,Low,2.6
