from_totally_fake_account,Z-score_count,IQR_count,Isolation_Forest_count,Total_anomalies,risk_level
58439,14,122,191,327,medium-high-risk
5844,12,138,219,369,high-risk
58441,0,0,0,0,low-risk
58449,0,0,0,0,low-risk
58450,12,137,181,330,high-risk
58473,0,0,0,0,low-risk
58476,0,0,0,0,low-risk
58478,0,0,0,0,low-risk
58479,12,127,154,293,medium-high-risk
58481,12,76,190,278,medium-high-risk
58482,0,0,0,0,low-risk
58491,0,0,0,0,low-risk
58512,0,0,0,0,low-risk
58517,12,116,95,223,medium-low-risk
5852,14,187,229,430,high-risk
58522,0,0,0,0,low-risk
58523,12,107,140,259,medium-high-risk
5853,24,132,170,326,medium-high-risk
58530,0,0,0,0,low-risk
58531,12,141,151,304,medium-high-risk
58557,13,104,142,259,medium-high-risk
58564,0,0,0,0,low-risk
58571,18,110,156,284,medium-high-risk
58575,0,0,0,0,low-risk
58590,0,0,0,0,low-risk
58592,12,99,111,222,medium-low-risk
58593,0,0,0,0,low-risk
58594,0,0,0,0,low-risk
58611,12,160,207,379,high-risk
58622,0,0,0,0,low-risk
58626,17,123,148,288,medium-high-risk
58637,0,0,0,0,low-risk
58641,0,0,0,0,low-risk
58646,0,0,0,0,low-risk
58652,36,119,282,437,high-risk
58660,0,0,0,0,low-risk
58665,15,122,148,285,medium-high-risk
58676,20,157,207,384,high-risk
58678,0,0,0,0,low-risk
58688,0,0,0,0,low-risk
58689,19,128,172,319,medium-high-risk
58691,0,0,0,0,low-risk
58697,12,150,214,376,high-risk
58701,12,139,148,299,medium-high-risk
58728,0,0,0,0,low-risk
58731,18,84,122,224,medium-low-risk
5876,12,150,186,348,high-risk
58762,0,0,0,0,low-risk
58769,0,0,0,0,low-risk
58783,0,0,0,0,low-risk
58798,12,120,138,270,medium-high-risk
58808,0,0,0,0,low-risk
58813,20,182,232,434,high-risk
58815,31,125,165,321,medium-high-risk
58819,0,0,0,0,low-risk
5882,12,122,217,351,high-risk
58844,0,0,0,0,low-risk
58846,0,0,0,0,low-risk
58866,0,0,0,0,low-risk
58870,12,110,140,262,medium-high-risk
58871,0,0,0,0,low-risk
58875,0,0,0,0,low-risk
58881,34,119,155,308,medium-high-risk
5889,15,104,158,277,medium-high-risk
58890,12,135,219,366,high-risk
58891,0,0,0,0,low-risk
58898,13,150,291,454,high-risk
5890,15,92,124,231,medium-low-risk
58904,14,99,136,249,medium-high-risk
58910,12,121,218,351,high-risk
58920,0,0,0,0,low-risk
58922,42,147,438,627,high-risk
5893,0,0,0,0,low-risk
58933,14,169,195,378,high-risk
58959,15,146,296,457,high-risk
5896,0,0,0,0,low-risk
58961,47,132,185,364,high-risk
58966,0,0,0,0,low-risk
58967,12,88,118,218,medium-low-risk
58968,0,0,0,0,low-risk
58969,17,139,209,365,high-risk
58977,12,178,204,394,high-risk
58991,0,0,0,0,low-risk
59000,12,83,104,199,medium-low-risk
59001,12,125,143,280,medium-high-risk
59005,12,149,188,349,high-risk
59006,0,0,0,0,low-risk
59024,25,99,159,283,medium-high-risk
59036,14,98,138,250,medium-high-risk
59042,23,119,163,305,medium-high-risk
59047,11,161,221,393,high-risk
59055,35,137,211,383,high-risk
59063,0,0,0,0,low-risk
59067,12,96,109,217,medium-low-risk
59081,12,136,153,301,medium-high-risk
59092,19,148,222,389,high-risk
59100,12,119,153,284,medium-high-risk
59103,12,143,178,333,high-risk
59114,0,0,0,0,low-risk
59131,12,139,171,322,medium-high-risk
59147,0,0,0,0,low-risk
59151,47,118,309,474,high-risk
59155,17,135,197,349,high-risk
59156,12,118,134,264,medium-high-risk
59157,0,0,0,0,low-risk
59180,50,134,178,362,high-risk
59183,12,117,146,275,medium-high-risk
59188,0,0,0,0,low-risk
5919,12,102,111,225,medium-low-risk
59191,0,0,0,0,low-risk
59195,0,0,0,0,low-risk
59207,12,122,219,353,high-risk
59219,0,0,0,0,low-risk
59228,14,101,180,295,medium-high-risk
59232,0,0,0,0,low-risk
59238,0,0,0,0,low-risk
59239,12,118,141,271,medium-high-risk
59247,13,89,145,247,medium-high-risk
59255,16,121,249,386,high-risk
59256,37,106,156,299,medium-high-risk
59260,0,0,0,0,low-risk
59261,0,0,0,0,low-risk
59273,0,0,0,0,low-risk
59284,0,0,0,0,low-risk
59293,0,0,0,0,low-risk
59294,12,144,226,382,high-risk
59298,13,118,190,321,medium-high-risk
59300,28,118,188,334,high-risk
59305,0,0,0,0,low-risk
59307,0,0,0,0,low-risk
59309,0,0,0,0,low-risk
59313,0,0,0,0,low-risk
59317,12,144,290,446,high-risk
59318,12,148,188,348,high-risk
59320,12,146,175,333,high-risk
59352,12,158,171,341,high-risk
59356,12,115,145,272,medium-high-risk
5936,12,143,171,326,medium-high-risk
59362,0,0,0,0,low-risk
59370,13,166,240,419,high-risk
59374,15,43,200,258,medium-high-risk
59376,12,94,113,219,medium-low-risk
59385,0,0,0,0,low-risk
59389,25,130,209,364,high-risk
59394,20,138,195,353,high-risk
59404,0,0,0,0,low-risk
5941,45,97,251,393,high-risk
59410,23,108,175,306,medium-high-risk
59429,14,96,148,258,medium-high-risk
59433,0,0,0,0,low-risk
59436,16,102,154,272,medium-high-risk
59439,0,0,0,0,low-risk
59442,0,0,0,0,low-risk
59444,36,173,191,400,high-risk
59458,21,85,139,245,medium-high-risk
59479,26,89,119,234,medium-low-risk
59499,0,0,0,0,low-risk
59500,0,0,0,0,low-risk
59507,0,0,0,0,low-risk
59511,12,106,142,260,medium-high-risk
59533,21,130,175,326,medium-high-risk
59539,12,165,221,398,high-risk
59544,12,149,169,330,high-risk
59553,41,142,304,487,high-risk
59554,12,113,215,340,high-risk
59555,32,132,193,357,high-risk
59565,0,0,0,0,low-risk
59572,0,0,0,0,low-risk
59579,40,137,179,356,high-risk
59583,12,146,185,343,high-risk
59593,21,79,268,368,high-risk
59595,0,0,0,0,low-risk
5960,14,139,181,334,high-risk
59605,23,94,137,254,medium-high-risk
59606,25,97,151,273,medium-high-risk
59609,12,188,219,419,high-risk
59631,12,93,130,235,medium-low-risk
59639,17,110,172,299,medium-high-risk
59640,0,0,0,0,low-risk
59641,0,0,0,0,low-risk
59649,0,0,0,0,low-risk
59654,11,144,181,336,high-risk
59664,0,0,0,0,low-risk
5967,0,0,0,0,low-risk
59678,12,85,177,274,medium-high-risk
59680,12,88,100,200,medium-low-risk
59697,12,100,139,251,medium-high-risk
59704,12,187,214,413,high-risk
59708,0,0,0,0,low-risk
59712,14,167,239,420,high-risk
59733,0,0,0,0,low-risk
5976,0,0,0,0,low-risk
59765,13,122,206,341,high-risk
59771,0,0,0,0,low-risk
59775,18,154,212,384,high-risk
59776,0,0,0,0,low-risk
59777,17,168,217,402,high-risk
59778,0,0,0,0,low-risk
5979,12,149,166,327,medium-high-risk
59791,11,121,164,296,medium-high-risk
59803,12,116,166,294,medium-high-risk
59810,17,106,153,276,medium-high-risk
59816,25,119,170,314,medium-high-risk
59817,0,0,0,0,low-risk
59828,27,166,306,499,high-risk
59834,12,150,163,325,medium-high-risk
59835,33,152,214,399,high-risk
5984,34,203,265,502,high-risk
59846,15,118,165,298,medium-high-risk
59847,41,155,243,439,high-risk
59853,0,0,0,0,low-risk
59864,12,154,201,367,high-risk
59872,0,0,0,0,low-risk
59873,12,242,264,518,high-risk
59874,12,128,183,323,medium-high-risk
59886,12,124,140,276,medium-high-risk
59887,12,222,158,392,high-risk
59889,12,114,165,291,medium-high-risk
59899,13,154,232,399,high-risk
59900,0,0,0,0,low-risk
59905,13,204,328,545,high-risk
59914,0,0,0,0,low-risk
59923,13,126,161,300,medium-high-risk
59925,29,147,199,375,high-risk
59926,12,139,145,296,medium-high-risk
59943,12,121,164,297,medium-high-risk
59950,12,103,145,260,medium-high-risk
59959,12,155,203,370,high-risk
59969,12,90,122,224,medium-low-risk
59973,12,102,121,235,medium-low-risk
59992,0,0,0,0,low-risk
59998,13,127,194,334,high-risk
60008,12,90,151,253,medium-high-risk
60023,0,0,0,0,low-risk
60041,0,0,0,0,low-risk
60048,0,0,0,0,low-risk
60050,0,0,0,0,low-risk
60056,31,160,194,385,high-risk
60061,0,0,0,0,low-risk
60075,16,102,238,356,high-risk
60077,0,0,0,0,low-risk
60079,26,147,276,449,high-risk
60086,14,125,157,296,medium-high-risk
60089,0,0,0,0,low-risk
60091,0,0,0,0,low-risk
60097,13,113,243,369,high-risk
6010,18,144,283,445,high-risk
60126,15,164,218,397,high-risk
60137,12,82,112,206,medium-low-risk
60145,17,77,127,221,medium-low-risk
60158,0,0,0,0,low-risk
6016,34,117,162,313,medium-high-risk
60160,23,96,159,278,medium-high-risk
60164,0,0,0,0,low-risk
60186,35,157,210,402,high-risk
60187,0,0,0,0,low-risk
60188,22,78,181,281,medium-high-risk
6019,0,0,0,0,low-risk
60197,12,149,189,350,high-risk
60203,0,0,0,0,low-risk
60222,0,0,0,0,low-risk
60223,12,100,132,244,medium-low-risk
60229,0,0,0,0,low-risk
60237,12,98,129,239,medium-low-risk
60242,14,113,162,289,medium-high-risk
60258,0,0,0,0,low-risk
60260,12,86,90,188,medium-low-risk
60261,20,121,183,324,medium-high-risk
60262,12,118,165,295,medium-high-risk
60263,0,0,0,0,low-risk
60269,0,0,0,0,low-risk
60284,18,119,146,283,medium-high-risk
60293,0,0,0,0,low-risk
60295,12,144,164,320,medium-high-risk
6030,12,132,161,305,medium-high-risk
60300,0,0,0,0,low-risk
60303,0,0,0,0,low-risk
60308,34,100,122,256,medium-high-risk
6031,19,157,206,382,high-risk
60313,33,158,199,390,high-risk
60315,0,0,0,0,low-risk
60323,0,0,0,0,low-risk
60326,19,114,137,270,medium-high-risk
60330,12,264,202,478,high-risk
60338,0,0,0,0,low-risk
60339,15,155,187,357,high-risk
60341,12,142,189,343,high-risk
60345,14,181,209,404,high-risk
60359,0,0,0,0,low-risk
60365,12,119,153,284,medium-high-risk
60371,13,100,139,252,medium-high-risk
60373,12,136,201,349,high-risk
60375,0,0,0,0,low-risk
60376,21,132,165,318,medium-high-risk
60390,0,0,0,0,low-risk
60395,0,0,0,0,low-risk
60402,12,141,162,315,medium-high-risk
60416,27,117,132,276,medium-high-risk
60419,12,86,109,207,medium-low-risk
60422,0,0,0,0,low-risk
60423,0,0,0,0,low-risk
60424,12,140,239,391,high-risk
60443,0,0,0,0,low-risk
60445,0,0,0,0,low-risk
60452,11,144,176,331,high-risk
6046,13,151,208,372,high-risk
60465,0,0,0,0,low-risk
60475,12,127,176,315,medium-high-risk
60476,12,143,182,337,high-risk
6048,12,111,126,249,medium-high-risk
60480,0,0,0,0,low-risk
60485,46,114,294,454,high-risk
60489,0,0,0,0,low-risk
60504,31,142,175,348,high-risk
6051,0,0,0,0,low-risk
60511,0,0,0,0,low-risk
60525,12,153,215,380,high-risk
6053,22,109,137,268,medium-high-risk
60530,0,0,0,0,low-risk
60534,0,0,0,0,low-risk
60535,12,135,163,310,medium-high-risk
60549,0,0,0,0,low-risk
60554,13,124,166,303,medium-high-risk
60555,20,124,185,329,medium-high-risk
60558,38,142,193,373,high-risk
60561,0,0,0,0,low-risk
60562,0,0,0,0,low-risk
60565,14,122,218,354,high-risk
60576,0,0,0,0,low-risk
6058,13,151,288,452,high-risk
6059,28,103,132,263,medium-high-risk
60590,0,0,0,0,low-risk
60597,12,126,160,298,medium-high-risk
6060,12,126,192,330,high-risk
60631,12,82,126,220,medium-low-risk
60657,0,0,0,0,low-risk
60666,26,112,179,317,medium-high-risk
60668,15,100,201,316,medium-high-risk
60672,28,143,177,348,high-risk
60673,0,0,0,0,low-risk
60674,12,175,229,416,high-risk
60678,12,129,161,302,medium-high-risk
6069,0,0,0,0,low-risk
60695,12,112,143,267,medium-high-risk
60703,0,0,0,0,low-risk
60709,15,122,177,314,medium-high-risk
60712,31,107,162,300,medium-high-risk
60749,38,130,233,401,high-risk
60765,14,120,153,287,medium-high-risk
60779,0,0,0,0,low-risk
60780,12,152,194,358,high-risk
60785,17,117,154,288,medium-high-risk
60793,0,0,0,0,low-risk
60797,0,0,0,0,low-risk
60816,42,129,190,361,high-risk
6082,0,0,0,0,low-risk
60820,0,0,0,0,low-risk
60826,0,0,0,0,low-risk
60830,0,0,0,0,low-risk
60841,12,130,150,292,medium-high-risk
60846,12,129,190,331,high-risk
6085,0,0,0,0,low-risk
60852,37,119,199,355,high-risk
60859,12,146,168,326,medium-high-risk
60869,0,0,0,0,low-risk
60871,15,106,175,296,medium-high-risk
60878,0,0,0,0,low-risk
60882,14,114,141,269,medium-high-risk
60888,26,194,262,482,high-risk
60891,21,172,236,429,high-risk
60910,12,92,131,235,medium-low-risk
60912,12,154,232,398,high-risk
60919,12,97,173,282,medium-high-risk
60925,16,133,165,314,medium-high-risk
60930,0,0,0,0,low-risk
6094,13,129,215,357,high-risk
60940,0,0,0,0,low-risk
60957,0,0,0,0,low-risk
60959,18,182,233,433,high-risk
60960,12,155,189,356,high-risk
60964,12,135,159,306,medium-high-risk
60968,0,0,0,0,low-risk
6097,12,152,181,345,high-risk
60971,13,106,146,265,medium-high-risk
60982,0,0,0,0,low-risk
6100,12,120,143,275,medium-high-risk
61001,12,115,188,315,medium-high-risk
61005,12,147,175,334,high-risk
61016,0,0,0,0,low-risk
61022,0,0,0,0,low-risk
61024,33,149,203,385,high-risk
61026,0,0,0,0,low-risk
61030,0,0,0,0,low-risk
61037,0,0,0,0,low-risk
6104,19,97,188,304,medium-high-risk
61041,42,183,375,600,high-risk
61061,0,0,0,0,low-risk
6107,12,105,155,272,medium-high-risk
61078,0,0,0,0,low-risk
61083,12,138,193,343,high-risk
61086,12,140,222,374,high-risk
61098,28,85,210,323,medium-high-risk
61104,0,0,0,0,low-risk
61106,11,192,129,332,high-risk
61108,0,0,0,0,low-risk
61113,0,0,0,0,low-risk
61116,0,0,0,0,low-risk
61118,0,0,0,0,low-risk
61127,12,144,162,318,medium-high-risk
61128,13,97,132,242,medium-low-risk
61144,0,0,0,0,low-risk
61150,25,125,193,343,high-risk
61152,12,104,130,246,medium-high-risk
61158,12,130,170,312,medium-high-risk
61165,12,122,137,271,medium-high-risk
61166,12,107,123,242,medium-low-risk
61174,0,0,0,0,low-risk
61184,17,140,188,345,high-risk
61195,15,155,200,370,high-risk
61196,0,0,0,0,low-risk
61215,35,146,189,370,high-risk
61217,0,0,0,0,low-risk
61219,43,181,365,589,high-risk
61220,0,0,0,0,low-risk
61222,12,108,129,249,medium-high-risk
61225,31,127,166,324,medium-high-risk
61244,0,0,0,0,low-risk
61250,12,153,171,336,high-risk
61275,12,138,160,310,medium-high-risk
61276,0,0,0,0,low-risk
61277,0,0,0,0,low-risk
61284,0,0,0,0,low-risk
6130,0,0,0,0,low-risk
61307,12,90,109,211,medium-low-risk
61320,14,154,184,352,high-risk
61321,0,0,0,0,low-risk
61338,0,0,0,0,low-risk
61341,12,109,150,271,medium-high-risk
61344,12,106,137,255,medium-high-risk
61350,0,0,0,0,low-risk
61365,0,0,0,0,low-risk
61382,0,0,0,0,low-risk
61383,0,0,0,0,low-risk
61389,12,138,169,319,medium-high-risk
61409,17,160,230,407,high-risk
61411,13,154,276,443,high-risk
61421,0,0,0,0,low-risk
61422,12,195,242,449,high-risk
61447,0,0,0,0,low-risk
61457,0,0,0,0,low-risk
61459,12,101,133,246,medium-high-risk
61463,20,94,138,252,medium-high-risk
61464,13,112,205,330,high-risk
61467,22,142,196,360,high-risk
61472,0,0,0,0,low-risk
61475,0,0,0,0,low-risk
61484,37,95,261,393,high-risk
61486,0,0,0,0,low-risk
61487,0,0,0,0,low-risk
61497,12,145,222,379,high-risk
61504,0,0,0,0,low-risk
61506,12,137,175,324,medium-high-risk
61507,0,0,0,0,low-risk
6151,0,0,0,0,low-risk
61512,55,179,217,451,high-risk
61515,0,0,0,0,low-risk
61519,48,143,199,390,high-risk
61532,0,0,0,0,low-risk
61535,0,0,0,0,low-risk
61537,0,0,0,0,low-risk
6154,17,147,191,355,high-risk
61544,0,0,0,0,low-risk
61549,0,0,0,0,low-risk
61551,0,0,0,0,low-risk
61552,0,0,0,0,low-risk
61554,34,133,191,358,high-risk
61558,12,143,239,394,high-risk
61559,0,0,0,0,low-risk
61560,13,99,131,243,medium-low-risk
61572,11,109,125,245,medium-high-risk
61579,0,0,0,0,low-risk
61580,0,0,0,0,low-risk
61584,12,144,186,342,high-risk
61601,0,0,0,0,low-risk
61604,12,160,180,352,high-risk
61611,0,0,0,0,low-risk
61621,0,0,0,0,low-risk
61630,19,116,179,314,medium-high-risk
61643,12,87,124,223,medium-low-risk
61656,12,89,113,214,medium-low-risk
61665,0,0,0,0,low-risk
61666,12,98,110,220,medium-low-risk
61680,0,0,0,0,low-risk
61687,0,0,0,0,low-risk
61713,12,103,117,232,medium-low-risk
61720,0,0,0,0,low-risk
61727,0,0,0,0,low-risk
61744,12,144,174,330,high-risk
61751,31,118,392,541,high-risk
61752,0,0,0,0,low-risk
61755,0,0,0,0,low-risk
61756,12,119,197,328,medium-high-risk
61764,27,136,195,358,high-risk
61767,12,123,145,280,medium-high-risk
61772,0,0,0,0,low-risk
61802,13,133,176,322,medium-high-risk
61805,23,124,213,360,high-risk
61806,0,0,0,0,low-risk
61816,18,173,226,417,high-risk
61819,14,147,218,379,high-risk
61832,12,159,126,297,medium-high-risk
6186,19,101,141,261,medium-high-risk
61869,29,134,162,325,medium-high-risk
61871,12,141,165,318,medium-high-risk
61872,44,118,199,361,high-risk
61889,0,0,0,0,low-risk
61897,12,80,106,198,medium-low-risk
61916,0,0,0,0,low-risk
61922,12,91,127,230,medium-low-risk
61923,0,0,0,0,low-risk
61935,0,0,0,0,low-risk
6194,12,106,150,268,medium-high-risk
61950,22,97,180,299,medium-high-risk
61957,27,129,184,340,high-risk
61958,0,0,0,0,low-risk
61975,0,0,0,0,low-risk
61981,12,138,191,341,high-risk
61983,22,111,159,292,medium-high-risk
61985,46,138,238,422,high-risk
61987,0,0,0,0,low-risk
61997,32,135,174,341,high-risk
61998,27,202,261,490,high-risk
62005,20,206,361,587,high-risk
62013,0,0,0,0,low-risk
62014,14,119,187,320,medium-high-risk
62021,12,117,175,304,medium-high-risk
62031,0,0,0,0,low-risk
62036,12,128,162,302,medium-high-risk
62041,45,134,217,396,high-risk
62043,0,0,0,0,low-risk
62047,12,105,146,263,medium-high-risk
62049,22,131,191,344,high-risk
62053,14,194,150,358,high-risk
62054,0,0,0,0,low-risk
62056,0,0,0,0,low-risk
62059,0,0,0,0,low-risk
62065,15,115,163,293,medium-high-risk
62069,22,121,179,322,medium-high-risk
62070,0,0,0,0,low-risk
62073,12,109,140,261,medium-high-risk
62077,0,0,0,0,low-risk
62078,12,81,126,219,medium-low-risk
6208,0,0,0,0,low-risk
62083,37,119,155,311,medium-high-risk
62085,0,0,0,0,low-risk
62086,0,0,0,0,low-risk
62093,12,153,238,403,high-risk
62099,12,135,249,396,high-risk
62105,13,166,220,399,high-risk
62106,28,153,222,403,high-risk
6211,24,113,168,305,medium-high-risk
62116,12,112,162,286,medium-high-risk
62122,12,151,159,322,medium-high-risk
62124,12,91,120,223,medium-low-risk
62126,0,0,0,0,low-risk
62129,0,0,0,0,low-risk
62131,14,127,200,341,high-risk
62139,0,0,0,0,low-risk
62161,0,0,0,0,low-risk
62164,0,0,0,0,low-risk
62166,0,0,0,0,low-risk
62179,0,0,0,0,low-risk
62183,12,103,134,249,medium-high-risk
62188,0,0,0,0,low-risk
62190,0,0,0,0,low-risk
62195,0,0,0,0,low-risk
62207,0,0,0,0,low-risk
62213,12,93,111,216,medium-low-risk
62214,12,106,124,242,medium-low-risk
62217,28,160,204,392,high-risk
62225,0,0,0,0,low-risk
62232,12,98,138,248,medium-high-risk
62234,0,0,0,0,low-risk
62242,18,155,240,413,high-risk
62243,40,173,231,444,high-risk
6226,0,0,0,0,low-risk
62262,0,0,0,0,low-risk
62274,22,128,153,303,medium-high-risk
62286,0,0,0,0,low-risk
62287,0,0,0,0,low-risk
62292,0,0,0,0,low-risk
62295,0,0,0,0,low-risk
62299,0,0,0,0,low-risk
62315,0,0,0,0,low-risk
62322,37,132,208,377,high-risk
62328,12,92,111,215,medium-low-risk
6233,14,147,248,409,high-risk
62338,13,130,163,306,medium-high-risk
6234,12,127,150,289,medium-high-risk
62352,0,0,0,0,low-risk
62353,0,0,0,0,low-risk
62371,25,157,216,398,high-risk
62377,12,140,150,302,medium-high-risk
62378,0,0,0,0,low-risk
62384,14,124,161,299,medium-high-risk
62387,13,120,273,406,high-risk
62392,0,0,0,0,low-risk
62396,26,115,240,381,high-risk
62401,15,108,159,282,medium-high-risk
62406,12,172,205,389,high-risk
62407,12,162,185,359,high-risk
62409,0,0,0,0,low-risk
62412,0,0,0,0,low-risk
62413,0,0,0,0,low-risk
62416,0,0,0,0,low-risk
62417,12,126,167,305,medium-high-risk
62420,0,0,0,0,low-risk
62423,12,146,206,364,high-risk
62428,14,125,201,340,high-risk
62429,12,204,149,365,high-risk
62440,47,125,265,437,high-risk
62452,0,0,0,0,low-risk
62456,12,110,146,268,medium-high-risk
62457,14,131,192,337,high-risk
62458,12,113,219,344,high-risk
6246,12,77,118,207,medium-low-risk
62474,40,156,212,408,high-risk
62482,0,0,0,0,low-risk
62485,12,157,239,408,high-risk
62497,0,0,0,0,low-risk
62501,19,149,239,407,high-risk
62524,12,124,186,322,medium-high-risk
62533,0,0,0,0,low-risk
62541,12,128,191,331,high-risk
62547,0,0,0,0,low-risk
62562,13,195,244,452,high-risk
62567,25,103,186,314,medium-high-risk
62574,0,0,0,0,low-risk
62575,29,265,186,480,high-risk
62580,14,142,210,366,high-risk
62598,17,143,193,353,high-risk
62601,0,0,0,0,low-risk
62608,16,96,170,282,medium-high-risk
6261,0,0,0,0,low-risk
62613,12,118,159,289,medium-high-risk
62615,12,113,140,265,medium-high-risk
62617,12,133,196,341,high-risk
62619,0,0,0,0,low-risk
62623,0,0,0,0,low-risk
62626,0,0,0,0,low-risk
62631,0,0,0,0,low-risk
62635,39,142,208,389,high-risk
62639,12,145,162,319,medium-high-risk
62659,17,164,247,428,high-risk
62701,33,151,187,371,high-risk
62702,12,131,227,370,high-risk
62703,0,0,0,0,low-risk
62707,12,183,230,425,high-risk
62716,0,0,0,0,low-risk
62727,14,139,232,385,high-risk
62746,12,148,184,344,high-risk
62755,0,0,0,0,low-risk
62758,17,119,158,294,medium-high-risk
62765,12,134,168,314,medium-high-risk
62768,12,126,136,274,medium-high-risk
62771,12,110,151,273,medium-high-risk
62777,0,0,0,0,low-risk
62782,29,112,142,283,medium-high-risk
62785,0,0,0,0,low-risk
62786,11,118,145,274,medium-high-risk
62792,0,0,0,0,low-risk
62794,0,0,0,0,low-risk
62797,34,127,191,352,high-risk
6281,0,0,0,0,low-risk
62810,17,146,206,369,high-risk
6282,0,0,0,0,low-risk
62841,12,103,133,248,medium-high-risk
62842,14,210,360,584,high-risk
62843,0,0,0,0,low-risk
62854,0,0,0,0,low-risk
62856,0,0,0,0,low-risk
6286,12,106,163,281,medium-high-risk
62863,12,170,215,397,high-risk
62870,0,0,0,0,low-risk
62873,15,131,178,324,medium-high-risk
62876,12,153,166,331,high-risk
62884,12,116,136,264,medium-high-risk
62885,12,159,203,374,high-risk
62888,0,0,0,0,low-risk
6289,12,141,182,335,high-risk
62900,0,0,0,0,low-risk
62907,12,152,194,358,high-risk
62909,12,134,171,317,medium-high-risk
62913,0,0,0,0,low-risk
62916,0,0,0,0,low-risk
62917,12,91,137,240,medium-low-risk
62923,12,106,152,270,medium-high-risk
6293,15,96,123,234,medium-low-risk
62931,0,0,0,0,low-risk
62936,11,100,141,252,medium-high-risk
6295,12,90,141,243,medium-low-risk
6296,12,125,218,355,high-risk
62961,0,0,0,0,low-risk
62964,42,120,177,339,high-risk
62966,13,149,208,370,high-risk
62970,12,517,211,740,high-risk
62972,0,0,0,0,low-risk
62981,0,0,0,0,low-risk
62987,12,129,171,312,medium-high-risk
62989,11,111,137,259,medium-high-risk
62995,12,130,174,316,medium-high-risk
62998,12,175,236,423,high-risk
6302,13,134,237,384,high-risk
63025,0,0,0,0,low-risk
63039,0,0,0,0,low-risk
63041,0,0,0,0,low-risk
63045,12,161,184,357,high-risk
63048,12,136,173,321,medium-high-risk
63059,34,113,150,297,medium-high-risk
63060,12,120,155,287,medium-high-risk
63070,12,91,139,242,medium-low-risk
63083,12,151,217,380,high-risk
63087,0,0,0,0,low-risk
63110,15,111,130,256,medium-high-risk
63111,13,153,181,347,high-risk
63143,30,116,182,328,medium-high-risk
6315,13,131,217,361,high-risk
63150,13,142,176,331,high-risk
63157,12,118,194,324,medium-high-risk
63160,0,0,0,0,low-risk
63165,0,0,0,0,low-risk
63167,0,0,0,0,low-risk
63170,36,89,195,320,medium-high-risk
63172,0,0,0,0,low-risk
63175,0,0,0,0,low-risk
63177,22,120,169,311,medium-high-risk
63180,22,146,244,412,high-risk
63197,0,0,0,0,low-risk
63200,0,0,0,0,low-risk
63209,0,0,0,0,low-risk
6321,0,0,0,0,low-risk
63224,15,98,167,280,medium-high-risk
63232,12,114,125,251,medium-high-risk
6324,0,0,0,0,low-risk
63250,18,95,169,282,medium-high-risk
63253,0,0,0,0,low-risk
63256,14,96,138,248,medium-high-risk
63258,12,123,262,397,high-risk
6327,13,77,122,212,medium-low-risk
63273,12,146,199,357,high-risk
63279,0,0,0,0,low-risk
63284,12,126,194,332,high-risk
63290,0,0,0,0,low-risk
63292,12,113,167,292,medium-high-risk
63300,27,122,175,324,medium-high-risk
63329,0,0,0,0,low-risk
63335,12,86,112,210,medium-low-risk
63351,0,0,0,0,low-risk
63357,24,117,174,315,medium-high-risk
63370,0,0,0,0,low-risk
63374,12,114,140,266,medium-high-risk
63377,0,0,0,0,low-risk
63379,0,0,0,0,low-risk
63380,12,108,151,271,medium-high-risk
63382,0,0,0,0,low-risk
6339,12,141,195,348,high-risk
63390,21,92,137,250,medium-high-risk
63391,0,0,0,0,low-risk
63392,0,0,0,0,low-risk
63394,12,146,212,370,high-risk
63399,19,126,166,311,medium-high-risk
63401,0,0,0,0,low-risk
63404,0,0,0,0,low-risk
63408,13,125,182,320,medium-high-risk
63410,20,106,175,301,medium-high-risk
63422,11,160,176,347,high-risk
63430,12,136,152,300,medium-high-risk
63443,0,0,0,0,low-risk
63446,12,170,193,375,high-risk
63452,14,100,149,263,medium-high-risk
63463,0,0,0,0,low-risk
6347,15,107,165,287,medium-high-risk
63471,12,120,143,275,medium-high-risk
63478,28,104,151,283,medium-high-risk
63490,24,128,184,336,high-risk
63497,12,137,170,319,medium-high-risk
63501,16,86,118,220,medium-low-risk
63503,0,0,0,0,low-risk
63507,13,196,223,432,high-risk
63515,12,74,112,198,medium-low-risk
63527,17,150,195,362,high-risk
63529,12,81,105,198,medium-low-risk
63530,29,116,153,298,medium-high-risk
63548,19,110,162,291,medium-high-risk
6355,0,0,0,0,low-risk
63557,0,0,0,0,low-risk
63561,0,0,0,0,low-risk
63564,24,156,203,383,high-risk
63569,11,91,135,237,medium-low-risk
63574,25,108,146,279,medium-high-risk
63581,0,0,0,0,low-risk
63586,0,0,0,0,low-risk
63594,41,157,218,416,high-risk
6360,12,103,140,255,medium-high-risk
63601,0,0,0,0,low-risk
63605,11,141,163,315,medium-high-risk
6361,13,90,145,248,medium-high-risk
63610,38,149,194,381,high-risk
63614,12,118,144,274,medium-high-risk
63615,48,198,293,539,high-risk
6362,20,125,235,380,high-risk
63621,0,0,0,0,low-risk
63625,12,112,72,196,medium-low-risk
63629,34,149,180,363,high-risk
63653,0,0,0,0,low-risk
63654,34,109,158,301,medium-high-risk
63664,22,92,116,230,medium-low-risk
63665,12,130,172,314,medium-high-risk
63669,31,143,203,377,high-risk
63673,0,0,0,0,low-risk
63676,12,136,180,328,medium-high-risk
63681,0,0,0,0,low-risk
